微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IETGbydQk,"*《Don't Stop Pretraining: Adapt Language Models to Domains and Tasks》S Gururangan, A Marasović, S Swayamdipta, K Lo, I Beltagy, D Downey, N A. Smith [Allen Institute for Artificial Intelligence] (2020) http://t.cn/A6weSadZ view:http://t.cn/A6weSad7 GitHub: http://t.cn/A6wgfwdq  [组图共18张] 原图 ",,无,无,无,2020-04-25 05:37,微博 weibo.com,14,10,4
IETEYxOaL,"*《Model-Based Meta-Reinforcement Learning for Flight with Suspended Payloads》S Belkhale, R Li, G Kahn, R McAllister, R Calandra, S Levine [Berkeley AI Research & Facebook AI Research] (2020) http://t.cn/A6weSfC8 view:http://t.cn/A6weSfCm  [组图共13张] 原图 ",,无,无,无,2020-04-25 05:34,微博 weibo.com,10,9,0
IETuOwWTO,今日学术视野(2020.4.25) http://t.cn/A6wea4rS  ,,无,无,无,2020-04-25 05:09,Mac客户端,2,1,0
IETquuL97,早！  原图 ,,无,无,无,2020-04-25 04:58,Mac客户端,49,11,2
IEQR6FmJV,晚安～  爱可可-爱生活的微博视频  ,,无,无,无,2020-04-24 22:26,微博视频,47,20,13
IEQPMf8b1,《爱可可老师24小时热门分享(2020.4.24)》  爱可可老师24小时热门分享(2020.4.24)  ,,无,无,无,2020-04-24 22:22,微博 weibo.com,12,2,2
IEQFpw7X5,🤣 via: Planet Dave  原图 ,,无,无,无,2020-04-24 21:57,Mac客户端,48,15,4
IEQDX7sNc,科学无法揭开自然的终极奥秘。因为归根结底，我们自己也是自然的一部分，也是我们试图解开的谜团的一部分。 - Max Planck  原图 ,,无,无,无,2020-04-24 21:53,Mac客户端,36,12,2
IEQDim8pf,wow！  爱可可-爱生活的微博视频  ,,无,无,无,2020-04-24 21:51,微博视频,40,18,5
IEPImoTkA,"几篇论文实现代码：《Logical Natural Language Generation from Open-Domain Tables》(ACL 2020) GitHub:http://t.cn/A6wgfwdc《Don't Stop Pretraining: Adapt Language Models to Domains and Tasks》(ACL 2020) GitHub:http://t.cn/A6wgfwdq《KdConv: A Chinese Multi-domain Dialogue Dataset Towards Multi-turn Knowledge-driven Conversation》(ACL 2020) GitHub:http://t.cn/A6wgfwdM《DeepLPF: Deep Local Parametric Filters for Image Enhancement》(CVPR 2020) GitHub:http://t.cn/A6wgfwdf《Multi-Domain Learning and Identity Mining for Vehicle Re-Identification》(CVPRW 2020) GitHub:http://t.cn/A6wgfwd5《SIFRank: A New Baseline for Unsupervised Keyphrase Extraction Based on Pre-trained Language Model》(2020) GitHub:http://t.cn/A6wgfwdJ《AmbigQA: Answering Ambiguous Open-domain Questions》(2020) GitHub:http://t.cn/A6wgfwdx《LightConvPoint: convolution for points》(2020) GitHub:http://t.cn/A6wgfwdG《Cross-Lingual Alignment of Contextual Word Embeddings, with Applications to Zero-shot Dependency Parsing》(NAACL 2019) GitHub:http://t.cn/A6wgfwdV《PEGASUS: Pre-training with Extracted Gap-sentences for Abstractive Summarization》(2019) GitHub:http://t.cn/A6wgfwdt [组图共6张] 原图 ",,无,无,无,2020-04-24 19:31,微博 weibo.com,30,46,9
IEPH7iBIk,【最小化的文件分享网站】’file-upload - minimal file sharing site - self hosted' by Niko GitHub: http://t.cn/A6wgVOQo  原图 ,,无,无,无,2020-04-24 19:28,Mac客户端,9,6,1
IEPFJB4P8,【bashtop：功能全面的Linux资源监视器】’bashtop - Linux resource monitor' by aristocratos GitHub: http://t.cn/A6wB04H2  [组图共3张] 原图 ,,无,无,无,2020-04-24 19:25,Mac客户端,28,42,10
IEPDYx70Q,【Go语言写的开源授权密钥生成/检验工具】’f-license - Open Source License Key Generation and Verification Tool written in Go' by Furkan Senharputlu GitHub: http://t.cn/A6wgcf0G  原图 ,,无,无,无,2020-04-24 19:20,Mac客户端,16,16,6
IENpow93e,【LaTeX3开发资料】’The LaTeX3 Development Repository' GitHub: http://t.cn/A6wdfljt  原图 ,,无,无,无,2020-04-24 13:39,Mac客户端,22,15,5
IENhxxytt,【AudioGridder：将DSP处理从本地计算机转移到远程计算机的DSP服务器】’AudioGridder - DSP servers using general purpose networks and computers' by Andreas Pohl GitHub: http://t.cn/A6w1fZGB  [组图共2张] 原图 ,,无,无,无,2020-04-24 13:20,Mac客户端,8,8,2
IEM1LqZeV,请问自学 Python 有必要买课程吗？ - 回答作者: 爱可可-爱生活 http://t.cn/A6wrYP1O 喜欢我这门课的朋友请多多支持，感谢感谢！  原图 ,,无,无,无,2020-04-24 10:08,Mac客户端,86,40,17
IELB4ljP5,《自然语言处理的未来》  http://t.cn/A6wrSe1S  原图 ,,无,无,无,2020-04-24 09:02,Mac客户端,27,24,5
IELq2iw4Q,【日文开放课程】“JMOOC -Discover Free & Quality MOOC Courses from Japan”  http://t.cn/A6wr6P3G  原图 ,,无,无,无,2020-04-24 08:35,Mac客户端,15,18,5
IELmEvZSi,“PyTorch/XLA 1.5 release” http://t.cn/A6wrJdvE  原图 ,,无,无,无,2020-04-24 08:27,Mac客户端,21,9,2
IELhq242V,【XLNet在多项自然语言处理任务上超过BERT】《XLNet outperforms BERT on several NLP Tasks | dair.ai》by Elvis Saravia http://t.cn/A6wrxL6U paper:《XLNet: Generalized Autoregressive Pretraining for Language Understanding》http://weibo.com/1402400261/HzXEH3ixH  [组图共5张] 原图 ,,无,无,无,2020-04-24 08:14,Mac客户端,30,37,14
IELg9qx3b,"【低资源自然语言处理工具箱】《The Low Resource NLP Toolbox, 2020 Version》Graham Neubig http://t.cn/A6wrMRIY  [组图共3张] 原图 ",,无,无,无,2020-04-24 08:11,Mac客户端,13,22,8
IEL9fg30I,【让决策树重获精度】《Making Decision Trees Accurate Again: Explaining What Explainable AI Did Not | The Berkeley Artificial Intelligence Research Blog》by Alvin Wan http://t.cn/A6wrfC0N  [组图共9张] 原图 ,,无,无,无,2020-04-24 07:54,Mac客户端,36,56,7
IEL66g8u3,"【合成数据：早期做法】《Synthetic Data: The Early Days, Part I | Synthesis AI》by Sergey Nikolenko http://t.cn/A6wrVNpC  [组图共9张] 原图 ",,无,无,无,2020-04-24 07:46,Mac客户端,15,36,0
IEKGy7a2b,"《When and Why is Unsupervised Neural Machine Translation Useless?》Y Kim, M Graça, H Ney [RWTH Aachen University] (2020) http://t.cn/A6wr4Mxn view:http://t.cn/A6wr4Mxm  [组图共15张] 原图 ",,无,无,无,2020-04-24 06:43,微博 weibo.com,11,20,2
IEKD3dd0p,"《CORD-19: The Covid-19 Open Research Dataset》L L Wang, K Lo, Y Chandrasekhar, R Reas, J Yang, D Eide, K Funk, R Kinney, Z Liu, W Merrill, P Mooney, D Murdick, D Rishi, J Sheehan, Z Shen, B Stilson, A D. Wade, K Wang, C Wilhelm, B Xie, D Raymond, D S. Weld, O Etzioni, S Kohlmeier [Allen Institute for AI & Microsoft Research & National Library of Medicine & Kaggle] (2020) http://t.cn/A6wrUYEI view:http://t.cn/A6wrUYEf [组图共7张] 原图 ",,无,无,无,2020-04-24 06:34,微博 weibo.com,12,21,6
IEKBZ10IP,"《SoQal: Selective Oracle Questioning in Active Learning》D Kiyasseh, T Zhu, D A. Clifton [University of Oxford] (2020) http://t.cn/A6wrUaok view:http://t.cn/A6wrUaoF  [组图共9张] 原图 ",,无,无,无,2020-04-24 06:32,微博 weibo.com,6,2,2
IEKBhARNf,"《Trading Off Diversity and Quality in Natural Language Generation》H Zhang, D Duckworth, D Ippolito, A Neelakantan [Google Brain & OpenAI] (2020) http://t.cn/A6wrUVnB view:http://t.cn/A6wrUVnn  [组图共15张] 原图 ",,无,无,无,2020-04-24 06:30,微博 weibo.com,10,11,6
IEKAbme6B,"《Stabilizing Training of Generative Adversarial Nets via Langevin Stein Variational Gradient Descent》D Wang, X Qin, F Song, L Cheng [A*STAR & Huaiyin Normal University & Nanjing Normal University & University of Alberta] (2020) http://t.cn/A6wrUAwD view:http://t.cn/A6wrUAwe  [组图共10张] 原图 ",,无,无,无,2020-04-24 06:27,微博 weibo.com,8,8,0
IEKwr6qV7,"《MT-Clinical BERT: Scaling Clinical Information Extraction with Multitask Learning》A Mulyar, B T. McInnes [Virginia Commonwealth University] (2020) http://t.cn/A6wryX7f view:http://t.cn/A6wryX7J GitHub:http://t.cn/A6wryX7I  [组图共7张] 原图 ",,无,无,无,2020-04-24 06:18,微博 weibo.com,9,16,4
IEKuZdYJK,"《Machine learning for causal inference: on the use of cross-fit estimators》P N Zivich, A Breskin [University of North Carolina at Chapel Hill & NoviSci] (2020) http://t.cn/A6wryUbV view:http://t.cn/A6wryUbt  [组图共8张] 原图 ",,无,无,无,2020-04-24 06:15,微博 weibo.com,17,21,4
IEKt52rHY,"《Categories of Semantic Concepts》J Hefford, V Wang, M Wilson [University of Oxford] (2020) http://t.cn/A6wrL3cE view:http://t.cn/A6wrL3cR  [组图共3张] 原图 ",,无,无,无,2020-04-24 06:10,微博 weibo.com,4,16,0
IEKpPwr1w,《Practical calibration of the temperature parameter in Gibbs posteriors》L Perrotta [EPFL] (2020) http://t.cn/A6wrLtP5 view:http://t.cn/A6wrLtPq GitHub:http://t.cn/A6wrLtPG  [组图共18张] 原图 ,,无,无,无,2020-04-24 06:02,微博 weibo.com,2,7,0
IEKf1kS2I,《Keep It Real: a Window to Real Reality in Virtual Reality》B Lin [Columbia University] (2020) http://t.cn/A6wrAQcN view:http://t.cn/A6wrAQcp GitHub: http://t.cn/A6wrAQc0  [组图共5张] 原图 ,,无,无,无,2020-04-24 05:35,微博 weibo.com,4,7,2
IEK9E2iGG,"《TetraTSDF: 3D human reconstruction from a single image with a tetrahedral outer shell》H Onizuka, Z Hayirci, D Thomas, A Sugimoto, H Uchiyama, R Taniguchi [Kyushu University & Technical University of Munich & National Institute of Informatics] (2020) http://t.cn/A6wrweZy view:http://t.cn/A6wrweZU [组图共13张] 原图 ",,无,无,无,2020-04-24 05:22,微博 weibo.com,14,16,1
IEK8t3aFQ,"*《Unpaired Photo-to-manga Translation Based on The Methodology of Manga Drawing》H Su, J Niu, X Liu, Q Li, J Cui, J Wan [Beihang University] (2020) http://t.cn/A6wBofGN view:http://t.cn/A6wrwRYy  [组图共16张] 原图 ",,无,无,无,2020-04-24 05:19,微博 weibo.com,23,30,6
IEK1TxOie,早！  原图 ,,无,无,无,2020-04-24 05:03,Mac客户端,31,4,5
IEHkqynAA,晚安～  爱可可-爱生活的微博视频  ,,无,无,无,2020-04-23 22:10,微博视频,17,10,8
IEHiE6hxK,《爱可可老师24小时热门分享(2020.4.23)》  爱可可老师24小时热门分享(2020.4.23)  ,,无,无,无,2020-04-23 22:06,微博 weibo.com,4,2,1
IEH7h29m0,Paul Graham：要是大写锁定键从来没出现过，现在才刚刚有人提出，这主意听起来一定很疯狂。  ,,无,无,无,2020-04-23 21:38,Mac客户端,17,18,8
IEGUmghVz,这个很有感觉啊啊～🤖️  爱可可-爱生活的微博视频  ,,无,无,无,2020-04-23 21:06,微博视频,66,25,16
IEGTodO41,所以呢，碰上个好钉子，锤子差点都行；没钉子，再好的锤子也就是一坨铁 🤣  ref:http://t.cn/A6wjdz78  爱可可-爱生活的微博视频  ,,无,无,无,2020-04-23 21:04,微博视频,75,38,5
IEGNNkwz2,老板: 能帮我把这些数据赶快搞出来吗? 我: 当然可以，只要这样：SELECT * FROM some_ideal_clean_and_pristine.table_that_you_think_existsvia:Seth Rosen  ,,无,无,无,2020-04-23 20:50,Mac客户端,52,18,4
IEGJipD5R,交作业！《教Python、学Python，就用PythonTutor！程序运行可视化神器用起来》发布～ 介绍 PythonTutor主要功能、PythonTutor使用详解、自己搭建本地PythonTutor服务。理解这周课上的递归代码，可视化搞起来，so EZ～ 教Python、学Python，就用PythonTutor！程序运行可视化神器用起来！  原图 ,,无,无,无,2020-04-23 20:39,Mac客户端,52,72,9
IEGBYbXUu,谁干的? 🤣  爱可可-爱生活的微博视频  ,,无,无,无,2020-04-23 20:21,微博视频,74,58,15
IEGAt9ebr,GoPro们的前辈——1966年，一级方程式世界冠军Jackie Stewart佩戴着的，是用于捕捉车上镜头的早期头盔摄像机。  原图 ,,无,无,无,2020-04-23 20:17,Mac客户端,24,5,7
IEGvQwrHs,"Pink Floyd, Venice, 1989.  原图 ",,无,无,无,2020-04-23 20:06,Mac客户端,46,12,6
IEGtRjfBS,喜欢这个图书策划，不浮夸、看着就实用  原图 ,,无,无,无,2020-04-23 20:01,Mac客户端,14,3,4
IEEqBlcFL,【用Go语言解决的技术面试题集锦】’go-interview - Collection of Technical Interview Questions solved with Go' by Raed Shomali GitHub: http://t.cn/A6wRBRhk  原图 ,,无,无,无,2020-04-23 14:47,Mac客户端,33,36,8
IEEnAkrKc,'Ledge 知识和工具平台' by Phodal Huang GitHub: http://t.cn/A6w38D1i  [组图共2张] 原图 ,,无,无,无,2020-04-23 14:40,Mac客户端,12,25,5
IEEm21rHL,【(Python)无外部依赖的pdf解析器】’pdf4py - A PDF parser written in Python 3 with no external dependencies.' by Cristian Di Pietrantonio GitHub: http://t.cn/A6w38PKH  原图 ,,无,无,无,2020-04-23 14:36,Mac客户端,31,50,18
IEEloELVQ,【将流行gnu linux命令行工具输出序列化为结构化JSON格式】’JC - This tool serializes the output of popular gnu linux command line tools and file types to structured JSON output. This allows piping of output to tools like jq.' by Kelly Brazil GitHub: http://t.cn/A6w3QjlF  原图 ,,无,无,无,2020-04-23 14:34,Mac客户端,10,7,1
IEE9hwnhS,【Git图形化界面客户端】’Guitar - Git GUI Client' by soramimi GitHub: http://t.cn/AiBiPOjM  [组图共6张] 原图 ,,无,无,无,2020-04-23 14:05,Mac客户端,25,33,9
IECyd8kv1,《Python编程与实践》第9讲 类的继承与递归的实现 发布~ 视频：http://t.cn/A6wuOvPF 摘要：继续一起做莫尔斯编解码～字典get()函数的用法、字符串的upper()/lower()大小写转换函数、用''.join()实现字符串拼接、列表推导的实际应用、长距离一致缩进要多加小心、问题升级——平滑莫尔斯编码的引入、字符串replace()替换函数的使用、类的继承、类成员函数的重载、从手工解码过程中提炼思路、递归的主要思路、可用递归解决问题的特点、max()/min()函数的使用、递归函数重复处理过程和截止条件的确定。 GitHub:http://t.cn/A6z0gZUn [组图共2张] 原图 ,,无,无,无,2020-04-23 10:01,Mac客户端,45,28,8
IECnxyUtg,这个“混血”生成效果，仔细看看还真挺……惊悚的 😱️🤣 paper:《Adversarial Latent Autoencoders》http://weibo.com/1402400261/ICLBFoEBo  原图 ,,无,无,无,2020-04-23 09:34,微博 weibo.com,35,16,6
IEC975YeA,在AI发展过程中，数据集的作用和地位毋庸置疑，但值得*反思*的是，有多少数据集和任务是真正导向AI未来探索之路，而不是追名逐利、原地挖坑？能力越大，责任也越大。  原图 ,,无,无,无,2020-04-23 08:59,Mac客户端,33,19,6
IEBXXF1J0,在传统道路上实现无人驾驶到底有多难？就最“简单”的停车标志识别来说……路还很远～ more: http://t.cn/A6wufIRQ  爱可可-爱生活的微博视频  ,,无,无,无,2020-04-23 08:31,微博视频,42,35,3
IEBvAfJCe,【新书：安全可靠系统构建——系统设计、实施与维护最佳实践】《Building Secure and Reliable Systems》 (O’Reilly Media 2020) http://t.cn/A6wuypiW  原图 ,,无,无,无,2020-04-23 07:21,Mac客户端,15,28,2
IEBuo9qmK,《A Formal Hierarchy of RNN Architectures》by Will Merrill http://t.cn/A6wRHhtY paper:http://t.cn/A6wuyUFv  原图 ,,无,无,无,2020-04-23 07:18,Mac客户端,20,23,8
IEB0uaTQG,"《Flow-based Algorithms for Improving Clusters: A Unifying Framework, Software, and Performance》K. Fountoulakis, M. Liu, D. F. Gleich, M. W. Michael [University of Waterloo & Purdue University & UC Berkeley] (2020) http://t.cn/A6wuzqnU view:http://t.cn/A6wuzqn4  [组图共18张] 原图 ",,无,无,无,2020-04-23 06:05,微博 weibo.com,19,22,3
IEAXhkemf,《A category theoretical argument for causal inference》R Tuyéras [MIT] (2020) http://t.cn/A6wu73Yo view:http://t.cn/A6wu73YK  原图 ,,无,无,无,2020-04-23 05:57,微博 weibo.com,9,18,2
IEAURtTTj,"《Energy-Based Models for Text》A Bakhtin, Y Deng, S Gross, M Ott, M Ranzato, A Szlam [Facebook AI Research & Harvard University] (2020) http://t.cn/A6wu7NLM view:http://t.cn/A6wu7NLf  [组图共18张] 原图 ",,无,无,无,2020-04-23 05:51,微博 weibo.com,10,15,1
IEATFCHBv,"《Unsupervised Opinion Summarization with Noising and Denoising》R K Amplayo, M Lapata [University of Edinburgh] (2020) http://t.cn/A6wu76PY view:http://t.cn/A6wu76PH GitHub: http://t.cn/A6wu76PT  [组图共14张] 原图 ",,无,无,无,2020-04-23 05:48,微博 weibo.com,8,11,2
IEASh3XwY,"《Syndromic surveillance using search query logs and user location information from smartphones against COVID-19 clusters in Japan》S Hisada, T Murayama, K Tsubouchi, S Fujita, S Yada, S Wakamiya, E Aramaki [Nara Institute of Science and Technology (NAIST) & Yahoo Japan Corporation] (2020) http://t.cn/A6wu75Kq view:http://t.cn/A6wu75K5 [组图共4张] 原图 ",,无,无,无,2020-04-23 05:44,微博 weibo.com,5,4,0
IEAQOCdLe,"《ResNeSt: Split-Attention Networks》H Zhang, C Wu, Z Zhang, Y Zhu, Z Zhang, H Lin, Y Sun, T He, J Mueller, R. Manmatha, M Li, A Smola [Amazon & University of California, Davis] (2020) http://t.cn/A6wu7w1f view:http://t.cn/A6wu7w1M GitHub: http://t.cn/A6ZEqnVw  [组图共17张] 原图 ",,无,无,无,2020-04-23 05:41,微博 weibo.com,22,44,6
IEAEThJAR,"*《Experience Grounds Language》Y Bisk, A Holtzman, J Thomason, J Andreas, Y Bengio, J Chai, M Lapata, A Lazaridou, J May, A Nisnevich, N Pinto, J Turian [Allen Institute for Artificial Intelligence & University of Washington] (2020) http://t.cn/A6wuPeFB view:http://t.cn/A6wuPeFr  [组图共7张] 原图 ",,无,无,无,2020-04-23 05:11,微博 weibo.com,5,7,0
IEAzUfVA2,今日学术视野(2020.4.23) yuque.com/fly51fly/gvl1ma/icwg9h  ,,无,无,无,2020-04-23 04:59,Mac客户端,2,1,1
IEAz9hZxY,早！  原图 ,,无,无,无,2020-04-23 04:57,Mac客户端,33,8,3
IExIXu4bq,晚安～  爱可可-爱生活的微博视频  ,,无,无,无,2020-04-22 21:43,微博视频,26,4,6
IExDT7a1L,《爱可可老师24小时热门分享(2020.4.22)》  爱可可老师24小时热门分享(2020.4.22)  ,,无,无,无,2020-04-22 21:31,微博 weibo.com,5,1,1
IEx8YwUpD,Debadeepta Dey：今天看了篇ICLR 2020的论文，在某些基准测试中超过了另一篇ICLR 2020论文。而ICLR 2020要4月26日才开。  ,,无,无,无,2020-04-22 20:15,Mac客户端,32,3,12
IEwzqtLuu,传说中神乎其技的牛框架到了你手上…… 🤣  爱可可-爱生活的微博视频  ,,无,无,无,2020-04-22 18:47,微博视频,115,67,23
IEwy1hnNY,全自动老照片翻新，效果确实不错 http://t.cn/A6wQxmLO paper:《Bringing Old Photos Back to Life》http://t.cn/A6wnEgwf  [组图共3张] 原图 ,,无,无,无,2020-04-22 18:44,Mac客户端,49,47,10
IEwuK0IZ4,"【留个纪念：Python 2.7.18发布，最后一个Python 2.X版本，一个时代的终结】《Mailman 3 [Python-Dev] [RELEASE] Python 2.7.18, the end of an era - Python-Dev - python.org》 http://t.cn/A6wHcHAQ Home:http://t.cn/A6wQa1ay  原图 ",,无,无,无,2020-04-22 18:35,Mac客户端,55,29,3
IEwsvrcYP,"【从头训练个NLP模型要花多少钱？用非抢占AWS/GCP实例不打折的话，依模型大小，差不多要5万到1千万美元】《The Cost of Training NLP Models: A Concise Overview》O Sharir, B Peleg, Y Shoham [AI21 Labs] (2020) http://t.cn/A6wn8dr3 view:http://t.cn/A6wn8dru  [组图共2张] 原图 ",,无,无,无,2020-04-22 18:30,Mac客户端,31,27,7
IEuHh3ODc,几篇论文实现代码：《Network Randomization: A Simple Technique for Generalization in Deep Reinforcement Learning》(ICLR 2020) GitHub:http://t.cn/A6wEehYt《Learning by Analogy: Reliable Supervision from Transformations for Unsupervised Optical Flow Estimation》(CVPR 2020) GitHub:http://t.cn/A6wEehYG《Generating 3D People in Scenes without People》(CVPR 2020) GitHub:http://t.cn/A6wEehY5《More Grounded Image Captioning by Distilling Image-Text Matching Model》(2020) 《Transform and Tell: Entity-Aware News Image Captioning》(CVPR 2020) GitHub:http://t.cn/A6wEehYb《Dynamic Embedding on Textual Networks via a Gaussian Process》(AAAI 2020) GitHub:http://t.cn/A6wEehYJ《Generative Teaching Networks: Accelerating Neural Architecture Search by Learning to Generate Synthetic Training Data》(2020) GitHub:http://t.cn/A6wEehYx《OSLNet: Deep Small-Sample Classification with an Orthogonal Softmax Layer》(2020) GitHub:http://t.cn/A6wEehYi《Role-Wise Data Augmentation for Knowledge Distillation》(2020) GitHub:http://t.cn/A6wEehYf《SqueezeSegV3: Spatially-Adaptive Convolution for Efficient Point-Cloud Segmentation》(2020) GitHub:http://t.cn/A6wEehYM《Adaptive Attention Span in Computer Vision》(2020) GitHub:http://t.cn/A6wEehYI [组图共6张] 原图 ,,无,无,无,2020-04-22 14:01,微博 weibo.com,28,36,20
IEuFvpeqp,【SIFT简洁明了的Python实现】'PythonSIFT - A clean and concise Python implementation of SIFT (Scale-Invariant Feature Transform)' by Russ Islam GitHub: http://t.cn/A6wEgVG2  ,,无,无,无,2020-04-22 13:57,Mac客户端,36,70,15
IEuAgjObq,'PyTorch 自然语言处理《Natural Language Processing with PyTorch》中文翻译' by ApacheCN GitHub: http://t.cn/A6wEryki  原图 ,,无,无,无,2020-04-22 13:44,Mac客户端,67,131,44
IEuvyFs39,【API设计指南与最佳实践速查】’API Design Cheat Sheet - API Design Guidelines and Best Practices Cheat Sheet' GitHub: http://t.cn/A6wE1faL  原图 ,,无,无,无,2020-04-22 13:32,Mac客户端,22,28,7
IEusjsCZU,【方面情感分析包】’Aspect-Based-Sentiment-Analysis: Transformer & Explainable ML (TensorFlow)' by Scalac GitHub: http://t.cn/A6wE3Z7E  原图 ,,无,无,无,2020-04-22 13:24,Mac客户端,15,33,12
IEunA3ueo,'nhyai: AI智能审查，支持色情识别、暴恐识别、语言识别、敏感文字检测和视频检测等功能，以及各种OCR识别能力' by wangshujing GitHub: http://t.cn/A6wEm4un Demo:http://t.cn/A6wEm4uu  [组图共3张] 原图 ,,无,无,无,2020-04-22 13:12,Mac客户端,34,62,19
IEulrmvyJ,'The 1st Place Submission to AICity Challenge 2020 re-id track (Baidu-UTS submission)' by Zhedong Zheng GitHub: http://t.cn/A6wEnMzN  ,,无,无,无,2020-04-22 13:07,Mac客户端,11,13,2
IEukNcgcx,【nomino：面向开发者的文件批量重命名工具】’nomino - Batch rename utility for developers' by Navid GitHub: http://t.cn/A6wEnAag  原图 ,,无,无,无,2020-04-22 13:05,Mac客户端,27,38,14
IEukfvFze,【ShardingSphere：由一组分布式数据库中间件方案组成的开源生态系统】’ShardingSphere - Distributed Database Middleware Ecosphere' by The Apache Software Foundation GitHub: http://t.cn/A6w8x7C4  [组图共6张] 原图 ,,无,无,无,2020-04-22 13:04,Mac客户端,11,21,3
IEui0jO9H,"【Desed：sed脚本调试器】’Desed - Demystify and debug your sed scripts, from comfort of your terminal.' by SoptikHa2 GitHub: http://t.cn/A6wEE7qR  原图 ",,无,无,无,2020-04-22 12:59,Mac客户端,6,7,1
IEst2zdfS,【免费书：面向年轻学者的会议/演讲英语指南】《Conferencing and Presentation English for Young Academics | SpringerLink》by Michael Guest http://t.cn/A6wEvz5B  原图 ,,无,无,无,2020-04-22 08:20,Mac客户端,81,122,33
IEsqbAsii,折射的可视化解释：当波进入一个波速较慢的介质时，速度和波长会发生变化，波前会被压缩，在边界必须改变方向，以便振幅在边界处匹配并保持连接 via:Matt Henderson  爱可可-爱生活的微博视频  ,,无,无,无,2020-04-22 08:13,微博视频,79,43,6
IEsmftVWL,【Transformers最新引入了DialoGPT，可方便地用几行代码实现最先进的对话机器人】《DialoGPT — Transformers 2.8.0 documentation》 http://t.cn/A6wRkusJ  原图 ,,无,无,无,2020-04-22 08:04,Mac客户端,33,50,10
IEskHtj7Z,"【MONAI：基于PyTorch面向医疗研究的开源AI框架】《MONAI, Open Source AI Project for Healthcare Research | NVIDIA Blog》 http://t.cn/A6wRkt2a Home:http://t.cn/A6wRkt2S GitHub: http://t.cn/A6hVNfiy  [组图共3张] 原图 ",,无,无,无,2020-04-22 08:00,Mac客户端,19,47,8
IEshKwkja,"【PyTorch 1.5发布：API更新、包括与Python对等的C++前端API】《PyTorch 1.5 released, new and updated APIs including C++ frontend API parity with Python | PyTorch》 http://t.cn/A6wRDINO  原图 ",,无,无,无,2020-04-22 07:52,Mac客户端,37,41,6
IEsfhcc4h,"【TorchServe：最新发布的开源PyTorch模型服务器】《Announcing TorchServe, An Open Source Model Server for PyTorch | AWS News Blog》 http://t.cn/A6wRepf3  more:《TorchServe and [TorchElastic for Kubernetes], new PyTorch libraries for serving and training models at scale》 http://t.cn/A6wRepfm [组图共2张] 原图 ",,无,无,无,2020-04-22 07:46,Mac客户端,22,62,9
IEs5RgEei,《Specification gaming: the flip side of AI ingenuity | DeepMind》 http://t.cn/A6wRrR66  [组图共5张] 原图 ,,无,无,无,2020-04-22 07:23,Mac客户端,11,7,1
IErEy7RIx,《Bayesian Item Response Modeling in R with brms and Stan》P Bürkner [Aalto University] (2019) http://t.cn/E9B2AGy view:http://t.cn/E9B2AGW GitHub:http://t.cn/A6wRm570  [组图共18张] 原图 ,,无,无,无,2020-04-22 06:16,微博 weibo.com,13,14,1
IErzFfK1A,"《StereoSet: Measuring stereotypical bias in pretrained language models》M Nadeem, A Bethke, S Reddy [MIT & Intel AI & Facebook] (2020) http://t.cn/A6wRnlOl view:http://t.cn/A6wRnlOW Home:http://t.cn/A6wRnlOj  [组图共15张] 原图 ",,无,无,无,2020-04-22 06:04,微博 weibo.com,5,10,2
IErvjrggA,"《Learning as Reinforcement: Applying Principles of Neuroscience for More General Reinforcement Learning Agents》E Zelikman, W Yin, K Wang [Stanford University] (2020) http://t.cn/A6wRnLe8 view:http://t.cn/A6wRnLeR  [组图共13张] 原图 ",,无,无,无,2020-04-22 05:53,微博 weibo.com,6,13,2
IErphp4n2,"《The Notorious Difficulty of Comparing Human and Machine Perception》C M. Funke, J Borowski, K Stosio, W Brendel, T S. A. Wallis, M Bethge [University of Tubingen] (2020) http://t.cn/A6wRE9Sn view:http://t.cn/A6wRE9S3 GitHub: http://t.cn/A6wRE9Su  [组图共10张] 原图 ",,无,无,无,2020-04-22 05:38,微博 weibo.com,7,4,2
IErlF7zvS,"《Music Gesture for Visual Sound Separation》C Gan, D Huang, H Zhao, J B. Tenenbaum, A Torralba [MIT] (2020) http://t.cn/A6wREUu5 view:http://t.cn/A6wREUuc  [组图共13张] 原图 ",,无,无,无,2020-04-22 05:29,微博 weibo.com,16,17,3
IErjttf1A,"《CheXbert: Combining Automatic Labelers and Expert Annotations for Accurate Radiology Report Labeling Using BERT》A Smit, S Jain, P Rajpurkar, A Pareek, A Y. Ng, M P. Lungren [Stanford University] (2020) http://t.cn/A6wRRs6Y view:http://t.cn/A6wRRs6l  [组图共7张] 原图 ",,无,无,无,2020-04-22 05:24,微博 weibo.com,4,5,0
IEreh43Qw,"*《Bringing Old Photos Back to Life》Z Wan, B Zhang, D Chen, P Zhang, D Chen, J Liao, F Wen [City University of Hong Kong & Microsoft Research Asia & University of Science and Technology of China] (2020) http://t.cn/A6wRRKET view:http://t.cn/A6wRRKEH Home:http://t.cn/A6wQxmLO  [组图共15张] 原图 ",,无,无,无,2020-04-22 05:11,微博 weibo.com,28,34,9
IEr94qLOY,今日学术视野(2020.4.22) http://t.cn/A6wRRPx3  ,,无,无,无,2020-04-22 04:58,Mac客户端,2,0,0
