微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Ie1VzBwKt,"'The Harmonix Set: Beats, Downbeats, and Structural Annotations for Pop Music' by Oriol Nieto GitHub: http://t.cn/Ai1rqhlg  原图 ",,无,无,无,2019-10-31 12:59,Mac客户端,3,4,1
Ie0m5CJYz,克服拖延小贴士：一件事，3分钟能搞定，马上去做；3分钟搞不定，简化/拆解成3分钟能搞定的小目标，马上去做。焦虑毫无意义，*做*就对了。  原图 ,,无,无,无,2019-10-31 08:58,Mac客户端,111,100,13
Ie0fM7viu,"'(Generic) EfficientNets for PyTorch - Pretrained EfficientNet, MixNet, MobileNetV3, MNASNet A1 and B1, FBNet, Single-Path NAS' by Ross Wightman GitHub: http://t.cn/Ai11lLPw  原图 ",,无,无,无,2019-10-31 08:43,Mac客户端,21,47,8
Ie0dvbbTZ,2019进度：▓▓▓▓▓▓▓▓▓▓▓▓░░░ 83% ⛽️  ,,无,无,无,2019-10-31 08:37,Mac客户端,42,24,3
Ie0cZhwfa,《Keras / TPU integration in Tensorflow 2.1 (unreleased)》http://t.cn/Ai110RKV  [组图共2张] 原图 ,,无,无,无,2019-10-31 08:36,Mac客户端,4,7,2
Ie0aebixB,【用 TensorFlow 2.0 原生API实现图像分类】《Image Classification With TensorFlow 2.0 ( Without Keras )》by Shubham Panchal http://t.cn/Ai11N692 pdf:http://t.cn/Ai11N69y  原图 ,,无,无,无,2019-10-31 08:29,Mac客户端,16,27,4
Ie03F0QAw,【Bengio 的 'Why' 因果关系探索之路】《An AI Pioneer Wants His Algorithms to Understand the 'Why' | WIRED》 http://t.cn/Ai11a3vw  [组图共2张] 原图 ,,无,无,无,2019-10-31 08:13,Mac客户端,11,58,2
IdZh0ivFu,"《Estimating Skin Tone and Effects on Classification Performance in Dermatology Datasets》N M. Kinyanjui, T Odonga, C Cintas, N C. F. Codella, R Panda, P Sattigeri, K R. Varshney [IBM Research & Cambridge] (2019) http://t.cn/Ai131dU3 view:http://t.cn/Ai131dUB  [组图共9张] 原图 ",,无,无,无,2019-10-31 06:13,微博 weibo.com,5,10,4
IdZbI02qv,"《Scalable Deep Neural Networks via Low-Rank Matrix Factorization》A Yaguchi, T Suzuki, S Nitta, Y Sakata, A Tanizawa [Toshiba Corporation & The University of Tokyo] (2019) http://t.cn/Ai13m9B8 view:http://t.cn/Ai13m9BE  [组图共9张] 原图 ",,无,无,无,2019-10-31 06:00,微博 weibo.com,14,22,4
IdZ9AtU1m,"《Divide, Conquer, and Combine: a New Inference Strategy for Probabilistic Programs with Stochastic Support》Y Zhou, H Yang, Y W Teh, T Rainforth [University of Oxford & KAIST] (2019) http://t.cn/Ai13nwEU view:http://t.cn/Ai13nwE7  [组图共8张] 原图 ",,无,无,无,2019-10-31 05:55,微博 weibo.com,7,9,0
IdZ8VtPdq,《How Much Can We See? A Note on Quantifying Explainability of Machine Learning Models》G Szepannek [Stralsund University of Applied Sciences] (2019) http://t.cn/Ai13EYUr view:http://t.cn/Ai13EYUd  [组图共8张] 原图 ,,无,无,无,2019-10-31 05:53,微博 weibo.com,6,16,0
IdZ8ugqcX,"《Minimal Variance Sampling in Stochastic Gradient Boosting》B Ibragimov, G Gusev [Yandex & Sberbank] (2019) http://t.cn/Ai13ExfO view:http://t.cn/Ai13ExfW  [组图共8张] 原图 ",,无,无,无,2019-10-31 05:52,微博 weibo.com,5,8,0
IdZ7Qlh3d,"《A Prior of a Googol Gaussians: a Tensor Ring Induced Prior for Generative Models》M Kuznetsov, D Polykovskiy, D Vetrov, A Zhebrak [Insilico Medicine & National Research University Higher School of Economics] (2019) http://t.cn/Ai13RD0O view:http://t.cn/Ai13RD0Y  [组图共9张] 原图 ",,无,无,无,2019-10-31 05:51,微博 weibo.com,6,8,1
IdZ54n8Ll,"《Multiplayer AlphaZero》N Petosa, T Balch [Georgia Institute of Technology] (2019) http://t.cn/Ai1382JX view:http://t.cn/Ai1382J6  [组图共9张] 原图 ",,无,无,无,2019-10-31 05:44,微博 weibo.com,15,17,1
IdZ2Zi5ei,"《ETNet: Error Transition Network for Arbitrary Style Transfer》C Song, Z Wu, Y Zhou, M Gong, H Huang [Shenzhen University & University of Guelph] (2019) http://t.cn/Ai13HnqK view:http://t.cn/Ai13HnqN GitHub: http://t.cn/Ai13HnqC  [组图共9张] 原图 ",,无,无,无,2019-10-31 05:39,微博 weibo.com,3,14,4
IdZ1euxF4,"《Semantic Object Accuracy for Generative Text-to-Image Synthesis》T Hinz, S Heinrich, S Wermter [Universitat Hamburg] (2019) http://t.cn/Ai13TWuw view:http://t.cn/Ai13TWuy GitHub: http://t.cn/Ai13TWuz  [组图共9张] 原图 ",,无,无,无,2019-10-31 05:34,微博 weibo.com,3,14,4
IdYZRseV6,"《Sinkhorn Divergences for Unbalanced Optimal Transport》T Séjourné, J Feydy, F Vialard, A Trouvé, G Peyré [ENS & Universite Paris-Est Marne-la-Vall] (2019) http://t.cn/Ai13YQsY view:http://t.cn/Ai13YQsO  [组图共3张] 原图 ",,无,无,无,2019-10-31 05:31,微博 weibo.com,0,7,0
IdYYCjS6C,"《Dynamics Learning with Cascaded Variational Inference for Multi-Step Manipulation》K Fang, Y Zhu, A Garg, S Savarese, L Fei-Fei [Stanford University & Nvidia] (2019) http://t.cn/Ai13je2O view:http://t.cn/Ai13je2Y Home:http://t.cn/Ai13je2W  [组图共9张] 原图 ",,无,无,无,2019-10-31 05:28,微博 weibo.com,9,14,2
IdYXdohz7,"《BPE-Dropout: Simple and Effective Subword Regularization》I Provilkov, D Emelianenko, E Voita [Yandex] (2019) http://t.cn/Ai13jP5k view:http://t.cn/Ai13jP5m  [组图共9张] 原图 ",,无,无,无,2019-10-31 05:24,微博 weibo.com,5,4,1
IdYTVwGEC,"*《Learning to Predict Without Looking Ahead: World Models Without Forward Prediction》C. D Freeman, L Metz, D Ha [Google Brain] (2019) http://t.cn/Ai13OgKu view:http://t.cn/Ai13OgKe Home:http://t.cn/Ai13OgKm  [组图共9张] 原图 ",,无,无,无,2019-10-31 05:16,微博 weibo.com,4,27,0
IdYS9BDVF,《今日学术视野(2019.10.31) 》 http://t.cn/Ai1303Hj  ,,无,无,无,2019-10-31 05:12,Mac客户端,0,0,0
IdYRllZ6F,早！  原图 ,,无,无,无,2019-10-31 05:10,Mac客户端,30,5,2
IdW4Fnv7y,晚安~   爱可可-爱生活的微博视频  ,,无,无,无,2019-10-30 22:04,微博视频,18,2,2
IdW4apsL4,《爱可可老师24小时热门分享(2019.10.30)》  爱可可老师24小时热门分享(2019.10.30)  ,,无,无,无,2019-10-30 22:03,微博 weibo.com,11,3,0
IdVYx5YKE,很有感觉的未来派#AR# via:Edward Miller  爱可可-爱生活的微博视频  ,,无,无,无,2019-10-30 21:49,微博视频,26,8,1
IdVOZcY7b,IE6 + VR  src:http://t.cn/Ai1mSnBJ  爱可可-爱生活的微博视频  ,,无,无,无,2019-10-30 21:26,微博视频,29,9,4
IdVGNyvc8,直观理解逻辑门  爱可可-爱生活的微博视频  ,,无,无,无,2019-10-30 21:06,微博视频,44,29,11
IdVAC1qyW,"【pycls：灵活的(PyTorch)图像分类研究框架】'pycls - Codebase for Image Classification Research, written in PyTorch.' by Facebook Research GitHub: http://t.cn/Ai1t6Bmj  原图 ",,无,无,无,2019-10-30 20:50,Mac客户端,16,39,8
IdVzlrHWb,"【TensorMask：一种新的密集滑动窗口实例分割技术】《A new dense, sliding-window technique for instance segmentation | Facebook》  http://t.cn/Ai1Eg84A paper:《TensorMask: A Foundation for Dense Object Segmentation》http://t.cn/Ai1mGgCW  [组图共2张] 原图 ",,无,无,无,2019-10-30 20:47,Mac客户端,26,47,10
IdVx5oa8K,【网络搜索原理 第七讲：自定义查询解析器】今天跟大家分享了如何对抗焦虑和拖延、怎么做作业能拿高分，重申了课程的目标：一点算法、若干心法、几点经验，希望能让大家能悟到一点受用终生的思想火花，一起努力~ 加油 ⛽️ ~ 北邮《网络搜索原理》课程 by 陈光 GitHub:http://t.cn/Ai3doZGu  原图 ,,无,无,无,2019-10-30 20:42,Mac客户端,47,33,7
IdVne2qiB,【Pandas 新版开发文档】《Time series / date functionality — pandas 0.26.0.dev documentation》 http://t.cn/Ai1m7IPf old:http://t.cn/Ai1m7IPI  原图 ,,无,无,无,2019-10-30 20:17,Mac客户端,43,53,17
IdVlA3PLy,【(Facebook)推动3D内容理解新发展】《Pushing state-of-the-art in 3D content understanding》 http://t.cn/Ai1mP3BJ  [组图共8张] 原图 ,,无,无,无,2019-10-30 20:13,微博 weibo.com,33,34,5
IdViw1Xma,  原图 ,,无,无,无,2019-10-30 20:06,Mac客户端,32,20,11
IdUFuxjo8,越来越多的人意识到：SOTA 是种瘾，得戒。  ,,无,无,无,2019-10-30 18:30,微博 weibo.com,47,8,2
IdUxGx2wg,【深度解读 OpenAI 机器手玩魔方】《Let's Discuss OpenAI's Rubik's Cube Result》by Alex Irpan http://t.cn/Ai1nVmxD  [组图共2张] 原图 ,,无,无,无,2019-10-30 18:10,Mac客户端,13,19,3
IdSWqE9qO,"【OpenARK：UC Berkeley 开源可穿戴增强现实系统(C++)】’OpenARK - OpenARK is an open-source wearable augmented reality (AR) system founded at UC Berkeley in 2016. The C++ based software offers innovative core functionalities to power a wide range of off-the-shelf AR components, including see-through glasses, depth cameras, and IMUs.' by augcog GitHub: http://t.cn/Ai1RkJgT 原图 ",,无,无,无,2019-10-30 14:06,Mac客户端,32,59,14
IdSQx6ST0,'《利用Python进行数据分析·第2版》' by iamseancheney http://t.cn/Rn9Ojao GitHub: http://t.cn/RDOB8a9  [组图共2张] 原图 ,,无,无,无,2019-10-30 13:51,Mac客户端,60,110,37
IdSObq30f,【文档图像校正与光照校正】'DocProj - Document Rectification and Illumination Correction using a Patch-based CNN' by xiaoyu258 GitHub: http://t.cn/Ai1R1ix7 paper:《Document Rectification and Illumination Correction using a Patch-based CNN》(SIGGRAPH Asia 2019) http://t.cn/Ai1R1ixP  [组图共2张] 原图 ,,无,无,无,2019-10-30 13:46,Mac客户端,39,58,17
IdSD6oqVC,【嵌入式AI(边缘AI)相关资源列表】’AI at the edge - A curated list of resources for embedded AI' by Xabi Crespo GitHub: http://t.cn/Ai1RT8hA  原图 ,,无,无,无,2019-10-30 13:18,Mac客户端,23,40,12
IdSCFvA9M,'The Uber Go Style Guide . Uber Go 语言编码规范中文版' by xxj GitHub: http://t.cn/Ai39zr02  原图 ,,无,无,无,2019-10-30 13:17,Mac客户端,17,30,1
IdSBtDgG4,'Keras inference time optimizer (KITO) - Optimize layers structure of Keras model to reduce computation time' by ZFTurbo GitHub: http://t.cn/Ai1RYftl  原图 ,,无,无,无,2019-10-30 13:14,Mac客户端,9,10,1
IdSA9bN4y,"【OpenCV/scikit-image 实现的(文档图像)手写签名提取】’”Signature Extraction"" based connected component analysis - A super lightweight image procesing algorithm for extraction of overlapped handwritten signatures on scanned documents using OpenCV and scikit-image.' by Ozlu GitHub: http://t.cn/Ai1RjUXD [组图共6张] 原图 ",,无,无,无,2019-10-30 13:11,Mac客户端,25,47,7
IdSoyihOm,【BERT 中文句子相似度计算】’How to use - bert chinese similarity' by Cally GitHub: http://t.cn/Ai1RSp04  原图 ,,无,无,无,2019-10-30 12:42,Mac客户端,55,99,34
IdSmlbkhK,【Rust写的简单进程浏览器】’bb - simple process viewer in rust http://t.cn/Ai1RXKcQ by Manos Pitsidianakis GitHub: http://t.cn/Ai1RXKcT  原图 ,,无,无,无,2019-10-30 12:37,Mac客户端,9,17,6
IdShyv431,【通过同义词替换实现文本“变脸”😝】’SirajNet - Using deep complicated NLP to turn your text into my text by arbitrarily swapping words for their synonyms' by Paul Bricman GitHub: http://t.cn/Ai1RxZCD  原图 ,,无,无,无,2019-10-30 12:25,Mac客户端,16,32,6
IdPC18TOp,"《The spectral dimension of simplicial complexes: a renormalization group theory》G Bianconi, S N. Dorogovtsev [Alan Turing Institute & Campus Universitario de Santiago] (2019) http://t.cn/Ai1Q5ZhA view:http://t.cn/Ai1Q5Zhw  [组图共8张] 原图 ",,无,无,无,2019-10-30 05:37,微博 weibo.com,2,5,0
IdPBbrpgF,"《A Survey on Knowledge Graph Embeddings with Literals: Which model links better Literal-ly?》G A Gesese, R Biswas, M Alam, H Sack [Karlsruhe Institute of Technology] (2019) http://t.cn/Ai1Qqjc2 view:http://t.cn/Ai1Qqjcb  [组图共9张] 原图 ",,无,无,无,2019-10-30 05:35,微博 weibo.com,16,34,3
IdPAuhuDb,"《Transferring neural speech waveform synthesizers to musical instrument sounds generation》Y Zhao, X Wang, L Juvela, J Yamagishi [National Institute of Informatics, Tokyo & Aalto University] (2019) http://t.cn/Ai1Qqt8c view:http://t.cn/Ai1Qqt8V  [组图共8张] 原图 ",,无,无,无,2019-10-30 05:34,微博 weibo.com,1,8,1
IdPzUxBsH,"《Structured Low-Rank Algorithms: Theory, MR Applications, and Links to Machine Learning》M Jacob, M P. Mani, J C Ye [University of Iowa & KAIST] (2019) http://t.cn/Ai1Qqv7p view:http://t.cn/Ai1Qqv70  [组图共9张] 原图 ",,无,无,无,2019-10-30 05:32,微博 weibo.com,16,39,6
IdPxqABJi,"《HUBERT Untangles BERT to Improve Transfer across NLP Tasks》M Moradshahi, H Palangi, M S. Lam, P Smolensky, J Gao [Stanford University & Microsoft Research] (2019) http://t.cn/Ai1QbQyu view:http://t.cn/Ai1QbQym  [组图共9张] 原图 ",,无,无,无,2019-10-30 05:26,微博 weibo.com,8,19,3
IdPwQzk2g,"《KETO: Learning Keypoint Representations for Tool Manipulation》Z Qin, K Fang, Y Zhu, L Fei-Fei, S Savarese [Stanford University] (2019) http://t.cn/Ai1QbiCG view:http://t.cn/Ai1QbiCU  [组图共9张] 原图 ",,无,无,无,2019-10-30 05:25,微博 weibo.com,5,6,2
IdPw1b3RU,《From complex to simple : hierarchical free-energy landscape renormalized in deep neural networks》H Yoshino [Osaka University] (2019) http://t.cn/Ai1Q4s7M view:http://t.cn/Ai1Q4s7f  [组图共9张] 原图 ,,无,无,无,2019-10-30 05:23,微博 weibo.com,2,5,0
IdPsHc9aN,"《Landmark Ordinal Embedding》N Ghosh, Y Chen, Y Yue [UC Berkeley & UChicago & Caltech] (2019) http://t.cn/Ai1QUIkm view:http://t.cn/Ai1QUIkR  [组图共9张] 原图 ",,无,无,无,2019-10-30 05:14,微博 weibo.com,10,14,1
IdPrJsLAH,"《Evaluating the Factual Consistency of Abstractive Text Summarization》W Kryściński, B McCann, C Xiong, R Socher [Salesforce Research] (2019) http://t.cn/Ai1Qyg5m view:http://t.cn/Ai1Qyg5n  [组图共9张] 原图 ",,无,无,无,2019-10-30 05:12,微博 weibo.com,3,5,1
IdPr4rrQj,"《Consistency Regularization for Generative Adversarial Networks》H Zhang, Z Zhang, A Odena, H Lee [Google AI] (2019) http://t.cn/Ai1QypWQ view:http://t.cn/Ai1QypW8  [组图共9张] 原图 ",,无,无,无,2019-10-30 05:10,微博 weibo.com,11,29,4
IdPpKfeOv,"《Relay Policy Learning: Solving Long-Horizon Tasks via Imitation and Reinforcement Learning》A Gupta, V Kumar, C Lynch, S Levine, K Hausman [Berkeley AI Research & Google] (2019) http://t.cn/Ai1QLsIa view:http://t.cn/Ai1QLsI9 Home:http://t.cn/Ai1QLsIX  [组图共9张] 原图 ",,无,无,无,2019-10-30 05:07,微博 weibo.com,4,8,1
IdPoacNKF,*《Tensor Programs I: Wide Feedforward or Recurrent Neural Networks of Any Architecture are Gaussian Processes》G Yang [Microsoft Research AI] (2019) http://t.cn/Ai1QLxr5 view:http://t.cn/Ai1QLxrt  [组图共5张] 原图 ,,无,无,无,2019-10-30 05:03,微博 weibo.com,6,5,1
IdPkxz122,《今日学术视野(2019.10.30)》 http://t.cn/Ai1QANGC  ,,无,无,无,2019-10-30 04:54,Mac客户端,1,0,1
IdPj3nyk4,早！  原图 ,,无,无,无,2019-10-30 04:51,Mac客户端,14,2,5
IdMq2oTia,晚安~   爱可可-爱生活的微博视频  ,,无,无,无,2019-10-29 21:30,微博视频,48,15,9
IdMpGfRzj,《爱可可老师24小时热门分享(2019.10.29)》  爱可可老师24小时热门分享(2019.10.29)  ,,无,无,无,2019-10-29 21:29,微博 weibo.com,7,5,0
IdLPpeRfd,直到你清楚什么时候不该用一样工具，你才算真正掌握了它。- Kelsey Hightower  ,,无,无,无,2019-10-29 19:59,Mac客户端,49,11,4
IdJD8wemt,论文应该怎么读   爱可可-爱生活的微博视频  ,,无,无,无,2019-10-29 14:24,微博视频,69,19,12
IdJBhkSQE,博士生，开发新算法：3万美元/年；数据科学家，用Scikit-Learn 内置模型:12万美元/年；对冲基金分析师，用 Excel 做回归模型：20万美元/年；CEO，画饼图：1400万美元/年。进一步说，一个复杂算法，如果人们根本无法理解和信任，就算不上是更好的算法。能帮人们做出更好决策的模型，往往是最最简单的。via:Will Koehrsen ,,无,无,无,2019-10-29 14:19,Mac客户端,206,118,30
IdJqwoVSD,'EagerPy - a thin wrapper around PyTorch and TensorFlow Eager that unifies their interface and thus allows writing code that works with both.' by Jonas Rauber GitHub: http://t.cn/Ai1ljqzD  原图 ,,无,无,无,2019-10-29 13:53,Mac客户端,9,8,2
IdJq8cBVt,’Pytorch implementation of the chamfer distance' by ThibaultGROUEIX GitHub: http://t.cn/Ai1lldVX  原图 ,,无,无,无,2019-10-29 13:52,Mac客户端,7,5,1
IdJoo2JPJ,【图分类基准图数据集列表】’A Repository of Benchmark Graph Datasets for Graph Classification (31 Graph Datasets In Total).' by shiruipan GitHub: http://t.cn/ReKMi5b  [组图共2张] 原图 ,,无,无,无,2019-10-29 13:47,Mac客户端,20,27,4
IdJniF2bj,【kornia：(PyTorch)开源可微计算机视觉库】’kornia - Open Source Differentiable Computer Vision Library for PyTorch' by kornia http://t.cn/Ai1lOoOP GitHub: http://t.cn/Ai1lOoOz paper:《Kornia: an Open Source Differentiable Computer Vision Library for PyTorch》(2019) http://t.cn/AiuMaH3v 原图 ,,无,无,无,2019-10-29 13:45,Mac客户端,18,47,4
IdJdTmfqT,【ggplot2 科技期刊配色集锦】’ggsci - Scientific journal and sci-fi themed color palettes for ggplot2' by Nan Xiao GitHub: http://t.cn/Ai1lSY1g  [组图共6张] 原图 ,,无,无,无,2019-10-29 13:21,Mac客户端,40,70,11
IdJcPssHi,’LaMa - A Localization and Mapping library' by Intelligent Robotics and Systems (IRIS) Lab GitHub: http://t.cn/Ai1laDrh  原图 ,,无,无,无,2019-10-29 13:19,Mac客户端,7,14,5
IdJbTe7GG,’Konduit: Enterprise Runtime for Machine Learning Models' by Konduit AI GitHub: http://t.cn/Ai1laLcY  原图 ,,无,无,无,2019-10-29 13:17,Mac客户端,5,7,0
IdJ90ua4G,'PyDMD - a Python package that uses Dynamic Mode Decomposition for a data-driven model simplification based on spatiotemporal coherent structures' by SISSA mathLab GitHub: http://t.cn/Ai1liYzL  原图 ,,无,无,无,2019-10-29 13:09,Mac客户端,5,9,0
IdJ8CgcPA,【基于 CycleGAN 的人脸“小丑化”🤡】’Jokeriser with CycleGAN - Why so serious?' by junkwhinger GitHub: http://t.cn/Ai1lixZt  [组图共6张] 原图 ,,无,无,无,2019-10-29 13:08,Mac客户端,27,25,7
IdJ7KbxZv,"【pyexcel：csv, ods, xls, xlsx and xlsm 格式数据文件的统一读/写/处置 API】’pyexcel - Let you focus on data, instead of file formats - Single API for reading, manipulating and writing data in csv, ods, xls, xlsx and xlsm files' GitHub: http://t.cn/Ai1lJ8mh  原图 ",,无,无,无,2019-10-29 13:06,Mac客户端,44,86,17
IdJ6ZuRb0,【生物信息学常用“单行”命令行技巧集锦】’bioinformatics-one-liners - Bioinformatics one liners' by Ming Tang GitHub: http://t.cn/Ai1lJUol  原图 ,,无,无,无,2019-10-29 13:04,Mac客户端,6,10,2
IdIYVdG3G,'基于Kaldi的aidatatang_200zh的训练之葵花宝典' GitHub: http://t.cn/Ai1ltzMl  原图 ,,无,无,无,2019-10-29 12:45,Mac客户端,19,24,3
IdIX36Tea,"'Torch3d - Datasets, networks and transformations for 3D deep learning in PyTorch' by Quang-Hieu Pham GitHub: http://t.cn/Ai1lq6tj  原图 ",,无,无,无,2019-10-29 12:40,Mac客户端,9,19,2
IdITJ9Bo8,【SLAM相关资源大列表】’Awesome-SLAM - A curated list of SLAM resources' by Youjie Xia GitHub: http://t.cn/RrnF9oN  原图 ,,无,无,无,2019-10-29 12:32,Mac客户端,37,59,11
IdISchz8v,【Voilà：将 Jupyter notebooks 变成独立的网页应用，自带多种交互式widgets】’Voilà - turns Jupyter notebooks into standalone web applications' GitHub: http://t.cn/Ai1lUbj7  [组图共2张] 原图 ,,无,无,无,2019-10-29 12:28,Mac客户端,20,23,8
IdHsnfW7S,神经联觉：GANs音乐可视化 via:Xander Steenbrugge  爱可可-爱生活的微博视频  ,,无,无,无,2019-10-29 08:52,微博视频,54,46,6
IdHqQFrmv,机器视觉研究未来5年的五大挑战(ICCV 2019) by Jitendra Malik  [组图共3张] 原图 ,,无,无,无,2019-10-29 08:48,Mac客户端,67,63,12
IdHpXF4vw,【生成模型与数据可视化】《Generative models as data visualization》by Phillip Isola [MIT] http://t.cn/Ai1O1oTc  [组图共3张] 原图 ,,无,无,无,2019-10-29 08:46,Mac客户端,21,40,9
IdHoC81Pc,"【用TensorFlow 2.0创建Keras模型的3种方法(Sequential, Functional, and Model Subclassing)】《3 ways to create a Keras model with TensorFlow 2.0 (Sequential, Functional, and Model Subclassing) | PyImageSearch》by Adrian Rosebrock http://t.cn/Ai1O3I2e  [组图共6张] 原图 ",,无,无,无,2019-10-29 08:42,Mac客户端,20,54,16
IdHnLvOMX,【可微凸优化层】《Differentiable Convex Optimization Layers》http://t.cn/Ai1OuWCk paper:《Differentiable Convex Optimization Layers》[Stanford University & Facebook AI & CMU] (2019) http://t.cn/Ai1OuWCD  GitHub:http://t.cn/Ai1OuWC1  [组图共9张] 原图 ,,无,无,无,2019-10-29 08:40,Mac客户端,27,35,3
IdHkBAbga,【Kaggle 参赛一年成长记】《Year-long path | Kaggle》by Konstantin Yakovlev http://t.cn/Ai1On7rS  原图 ,,无,无,无,2019-10-29 08:33,Mac客户端,35,49,9
IdHfZfnHG,【PyTorch 生态圈工具列表】“Ecosystem Tools | PyTorch”  http://t.cn/EMaQpBB  原图 ,,无,无,无,2019-10-29 08:21,Mac客户端,24,51,8
IdHcOb1Ec,GitHub 刚刚完善了对Jupyter Notebooks的支持，我的课件终于得救了 👏😄  原图 ,,无,无,无,2019-10-29 08:13,Mac客户端,126,23,13
IdHbFxTSO,François Chollet：“人工智能”是个非常大胆的标签。事实上，我还没见到过某项技术——从没见过——具有哪怕那么一点点智能的特性。  ,,无,无,无,2019-10-29 08:11,Mac客户端,43,10,8
IdHabDHzW,《Apply and Lambda usage in pandas》by Rahul Agarwal http://t.cn/Ai1OlsRo  原图 ,,无,无,无,2019-10-29 08:07,微博 weibo.com,13,16,8
IdGDo4z1K,【关于自然语言处理你需要了解的4个技巧——来自Twitter数据科学家】《4 Tips You Need To Know on NLP — from a Twitter Data Scientist》by Haebichan Jung http://t.cn/Ai1O5B5v  [组图共2张] 原图 ,,无,无,无,2019-10-29 06:46,Mac客户端,35,40,11
IdGCmdmuh,【不到50行Python代码构建文本生成器网页应用】《Build a Text Generator Web App in under 50 Lines of Python》by Dev Sharma http://t.cn/Ai1O54tQ GitHub:http://t.cn/Ai1O54t8  [组图共2张] 原图 ,,无,无,无,2019-10-29 06:44,微博 weibo.com,43,56,12
IdGnB5u8C,【当数据科学团队无法创造价值：领导数据团队的重要一课】《When our Data Science Team Didn’t Produce Value》by Joel Nantais http://t.cn/Ai1JLLRv  原图 ,,无,无,无,2019-10-29 06:07,微博 weibo.com,27,70,10
IdGlevMOS,【类激活图：神经网络决策的可视化】《Class activation maps: Visualizing neural network decision-making》by Anil Chandra Naidu Matcha http://t.cn/Ai1Owx4k  [组图共8张] 原图 ,,无,无,无,2019-10-29 06:01,微博 weibo.com,23,59,11
IdGdnhovb,"【Facebook 开源 SlowFast：双帧率分析视频识别】《Open-sourcing SlowFast, our competition-leading video recognition through dual frame-rate analysis》 http://t.cn/Ai1OPFAr paper:《SlowFast networks for video recognition》http://weibo.com/1402400261/H6PjTyf88 GitHub:http://t.cn/Ai1ix2eT 原图 ",,无,无,无,2019-10-29 05:42,Mac客户端,15,37,5
IdG8IfB1Z,"《Multi-scale Deep Neural Networks for Solving High Dimensional PDEs》W Cai, Z J Xu [Southern Methodist University & Shanghai Jiao Tong University] (2019) http://t.cn/Ai10sixI view:http://t.cn/Ai10sixV  [组图共9张] 原图 ",,无,无,无,2019-10-29 05:30,微博 weibo.com,8,12,0
IdG6HywzA,《Causal inference for climate change events from satellite image time series using computer vision and deep learning》V Ramachandra [UC Berkeley] (2019) http://t.cn/Ai10FVgi view:http://t.cn/Ai10FVgK  [组图共9张] 原图 ,,无,无,无,2019-10-29 05:26,微博 weibo.com,8,19,4
