微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
I4IWJjThN,【抗拼写错误的词向量】《New Model for Word Embeddings which are Resilient to Misspellings (MOE)》by Edward Ma http://t.cn/AiRvMcjd  [组图共3张] 原图 ,,无,无,无,2019-08-31 08:06,Mac客户端,22,32,9
I4IVJhyv9,【数据科学家的Python最佳实践】《Best Python practices for Data Scientists》by Gagandeep Singh http://t.cn/AiRvICKY  原图 ,,无,无,无,2019-08-31 08:04,Mac客户端,53,66,15
I4IQ7shKA,Jen Heemstra：好导师：问 - 想要做什么？需要我怎样帮你？ 不够好的导师：讲 - 我在做这个，你该怎样做同样的事  ,,无,无,无,2019-08-31 07:50,Mac客户端,107,26,15
I4ILcbfkQ,【撰写有效的论文评论：关键的6个“要”】《Writing an Effective Manuscript Review: The 6 “Be’s” to Success》Thomas M. Annesley http://t.cn/AiRvqb7E  原图 ,,无,无,无,2019-08-31 07:38,Mac客户端,17,24,6
I4HUlckOP,"《Optimal transport mapping via input convex neural networks》A V Makkuva, A Taghvaei, S Oh, J D. Lee [University of Illinois at Urbana-Champaign & University of Washington & Princeton University] (2019) http://t.cn/Ai8skAEZ view:http://t.cn/Ai8skAE2  [组图共7张] 原图 ",,无,无,无,2019-08-31 05:28,微博 weibo.com,8,12,0
I4HQQz97p,"《Spectral Regularization for Combating Mode Collapse in GANs》K Liu, W Tang, F Zhou, G Qiu [Shenzhen University] (2019) http://t.cn/Ai8sDKkb view:http://t.cn/Ai8sDKky GitHub:http://t.cn/Ai8sDKkG  [组图共9张] 原图 ",,无,无,无,2019-08-31 05:19,微博 weibo.com,8,13,2
I4HP6aaQT,"《Improving Deep Transformer with Depth-Scaled Initialization and Merged Attention》B Zhang, I Titov, R Sennrich [University of Edinburgh & University of Zurich] (2019) http://t.cn/Ai8sDGh6 view:http://t.cn/Ai8sDGhX GitHub:http://t.cn/Ai8sDGhi  [组图共9张] 原图 ",,无,无,无,2019-08-31 05:15,微博 weibo.com,9,22,4
I4HNUA4jK,"《Deep Bayesian Unsupervised Source Separation Based on a Complex Gaussian Mixture Model》Y Bando, Y Sasaki, K Yoshii [National Institute of Advanced Industrial Science and Technology, Japan & Kyoto University] (2019) http://t.cn/Ai8sDPNO view:http://t.cn/Ai8sDPN0  [组图共7张] 原图 ",,无,无,无,2019-08-31 05:12,微博 weibo.com,0,19,0
I4HMKbDqy,"《Probing Representations Learned by Multimodal Recurrent and Transformer Models》J Libovický, P Madhyastha [Charles University & Imperial College of London] (2019) http://t.cn/Ai8seuYI view:http://t.cn/Ai8seuYf  [组图共7张] 原图 ",,无,无,无,2019-08-31 05:09,微博 weibo.com,5,8,1
I4HImkpUY,今日学术视野(2019.8.31) http://t.cn/Ai8sePur  ,,无,无,无,2019-08-31 04:58,Mac客户端,2,0,0
I4HHloqDu,早！  原图 ,,无,无,无,2019-08-31 04:56,Mac客户端,29,6,15
I4EQpvoGs,晚安~   爱可可-爱生活的微博视频  ,,无,无,无,2019-08-30 21:40,微博视频,14,3,6
I4EPZgGRi,《爱可可老师24小时热门分享(2019.8.30)》  爱可可老师24小时热门分享(2019.8.30)  ,,无,无,无,2019-08-30 21:39,微博 weibo.com,6,4,0
I4EfRFHud,好设计~ 轻柔摇摆+妈妈心跳 👶  爱可可-爱生活的微博视频  ,,无,无,无,2019-08-30 20:10,微博视频,137,121,34
I4DfK0toC,【文本生成数据集/工具/文献阅读列表】’Text Generation Reading List - A text generation reading list maintained by Tsinghua Natural Language Processing Group.' by THUNLP-MT GitHub: http://t.cn/Ai8DWmWa  原图 ,,无,无,无,2019-08-30 17:37,Mac客户端,21,41,7
I4DaDwhdx,【PyTorch复现的RetinaFace】’Reimplement RetinaFace with Pytorch' by Alvin.Yang GitHub: http://t.cn/Ai8DKRYX  原图 ,,无,无,无,2019-08-30 17:24,Mac客户端,33,49,9
I4D727ii0,'适用于移动端的人脸识别模型，计算量与mobilefacenet相同，但megaface上提升了2%+' by juwin GitHub: http://t.cn/Ai8D61Pz  原图 ,,无,无,无,2019-08-30 17:15,Mac客户端,42,83,14
I4D67mowV,【Davinci：数据可视化即服务(DVsaaS)平台解决方案】’Davinci - DVaaS (Data Visualization as a Service) Solution - Davinci is a DVsaaS (Data Visualization as a Service) Platform' by edp GitHub: http://t.cn/Ai8Dia7x  [组图共2张] 原图 ,,无,无,无,2019-08-30 17:13,Mac客户端,16,28,6
I4CVuoDvn,【RoboSat.pink：地理空间图像计算机视觉工具包(航空和卫星图像语义分割)】’RoboSat.pink - Computer Vision ecosystem for GeoSpatial Imagery' by DataPink GitHub: http://t.cn/Ai8DyzGZ ref:http://weibo.com/1402400261/GlbU3F9iy  [组图共3张] 原图 ,,无,无,无,2019-08-30 16:47,Mac客户端,31,45,6
I4CRrhwEB,【行为预测/事件预测/人体轨迹预测文献/资源列表】’Awesome Activity Prediction: - Paper list of activity prediction and related area' by chinancheng GitHub: http://t.cn/Ai8Dz8ZJ  原图 ,,无,无,无,2019-08-30 16:37,Mac客户端,33,61,10
I4CNRmGuH,'Keras-TextClassification - 中文长文本分类、短句子分类、多标签分类，字词句向量嵌入层和网络层构建基类……’ by yongzhuo GitHub: http://t.cn/Ai8DvvGL  原图 ,,无,无,无,2019-08-30 16:28,Mac客户端,44,81,14
I4CKsn0L9,"【Apollo 3.0阅读笔记】’Note for Apollo 3.0 perception, prediction and planning modules' by Yannnn GitHub: http://t.cn/Ai8eeWCW  原图 ",,无,无,无,2019-08-30 16:20,Mac客户端,14,15,7
I4CCbpfzm,【DeepMind 论文成果配套资源集】’DeepMind Research - This repository contains implementations and illustrative code to accompany DeepMind publications' by DeepMind GitHub: http://t.cn/Ai8eRTsJ  原图 ,,无,无,无,2019-08-30 15:59,Mac客户端,12,27,5
I4CAQntMb,【开源项目融资方式研究指南】'open-funding - A guide for researching ways of funding open source projects.' by Lars-Magnus Skog GitHub: http://t.cn/Ai8eQdlB  原图 ,,无,无,无,2019-08-30 15:56,Mac客户端,16,15,3
I4Cz99DvG,【PlotOptiX：基于 NVIDIA OptiX 光线追踪框架的数据可视化(Python)】’PlotOptiX - Data visualisation in Python based on NVIDIA OptiX ray tracing framework.' by R&D Team GitHub: http://t.cn/Ai8eTxtf doc:https://plotoptix.rnd.team/  [组图共2张] 原图 ,,无,无,无,2019-08-30 15:52,Mac客户端,13,19,2
I4CxP060t,【scikit-lego：Scikit-Learn pipeline 扩展模块集】’scikit-lego - missing blocks for sklearn pipelines' by vincent d warmerdam GitHub: http://t.cn/AiC4XM70  [组图共2张] 原图 ,,无,无,无,2019-08-30 15:49,Mac客户端,15,17,4
I4BQkl3jq,"【免费书：面向生物医学研究的生物统计学(R语言)】《Biostatistics for Biomedical Research》by Frank E Harrell Jr, James C Slaughter (2019) http://t.cn/Ai8gTHqu  [组图共3张] 原图 ",,无,无,无,2019-08-30 14:01,Mac客户端,42,47,21
I4AUglIJk,印加燕鸥(Inca Tern)  [组图共3张] 原图 ,,无,无,无,2019-08-30 11:38,Mac客户端,32,12,13
I4zLXfWcH,老机器跑深度模型   爱可可-爱生活的微博视频  ,,无,无,无,2019-08-30 08:45,微博视频,109,36,9
I4zJutxjA,这只“球”有点可爱 🤖  爱可可-爱生活的微博视频  ,,无,无,无,2019-08-30 08:39,微博视频,38,14,6
I4zHlfMGT,【Brain Snake：能在脑血管里穿行的微型机器蛇，未来可期】《This Tiny Robot Snake is Made to Slither Through Your Brain | D-brief》 http://t.cn/Ai8B3Chd  爱可可-爱生活的微博视频  ,,无,无,无,2019-08-30 08:34,微博视频,42,15,6
I4zBCF9D3,【如何评审(自查)论文】《Now You Be the Judge》Thomas M. Annesley http://t.cn/Ai8BRuq3  原图 ,,无,无,无,2019-08-30 08:20,Mac客户端,41,65,9
I4zpH3eeq,【七步精通任意编程语言】《Steps to Proficiency in Any Programming Language》by Daniel Along http://t.cn/Ai8BjU3k  原图 ,,无,无,无,2019-08-30 07:50,Mac客户端,40,77,15
I4zov9eu3,"【怎么选：Pandas, Dask 还是 PySpark?】《Pandas, Dask or PySpark? What Should You Choose for Your Dataset?》by Alina Zhang http://t.cn/Ai8BllPM  [组图共2张] 原图 ",,无,无,无,2019-08-30 07:47,Mac客户端,38,51,15
I4znS8UAg,【时序预测的指数平滑方法】《Exponential Smoothing Methods for Time Series Forecasting》by Daitan http://t.cn/Ai8BlfGy  [组图共9张] 原图 ,,无,无,无,2019-08-30 07:46,Mac客户端,37,73,12
I4zmKo0eT,【二分类评价指标详尽指南】《The ultimate guide to binary classification metrics》by Jakub Czakon http://t.cn/Ai8BWnFY pdf:http://t.cn/Ai8BWnFT  [组图共9张] 原图 ,,无,无,无,2019-08-30 07:43,Mac客户端,24,65,20
I4zlwc1h5,【用Python代替Excel】《Replacing Excel with Python》by Ankit Gandhi http://t.cn/Ai8BWU7X  [组图共3张] 原图 ,,无,无,无,2019-08-30 07:40,微博 weibo.com,49,89,19
I4zc9e3qL,【不用平行语料训练西非Pidgin语到英语的机器翻译模型】《How we trained a translation model from West African Pidgin to English without a single parallel sentence》by Kelechi http://t.cn/Ai8BCBsp  [组图共2张] 原图 ,,无,无,无,2019-08-30 07:17,Mac客户端,5,11,0
I4yTs0WkG,"【如何撰写出色的研究计划】《How to Write a Great Research Proposal》by Daniela Massiceti, Laura Sevilla, George Konidaris http://t.cn/Ai8B6jRr  [组图共6张] 原图 ",,无,无,无,2019-08-30 06:31,Mac客户端,59,101,10
I4yR63fvV,【跟Kaggle Grandmaster学NLP实战技术】《What I Learned from (Two-time) Kaggle Grandmaster Abhishek Thakur》by Dean Sublett http://t.cn/Ai8Bidg2  原图 ,,无,无,无,2019-08-30 06:25,微博 weibo.com,33,45,7
I4yACfhFB,"【量子卷积神经网络】《Quantum convolutional neural networks | Nature Physics》Iris Cong, Soonwon Choi, Mikhail D. Lukin [Harvard University] (2019) http://t.cn/Ai8BIS4z  [组图共7张] 原图 ",,无,无,无,2019-08-30 05:45,微博 weibo.com,21,27,4
I4yuZfX6W,"【新书：数据库系统概念(第七版)】《Database System Concepts - 7th edition》by Avi Silberschatz, Henry F. Korth, S. Sudarshan (McGraw-Hill 2019) http://t.cn/Ai8Bftx1  原图 ",,无,无,无,2019-08-30 05:31,Mac客户端,21,32,5
I4ypPvtaw,"《Snuba: Automating Weak Supervision toLabel Training Data》P Varma, C Ré [Stanford University] (2019) http://t.cn/Ai8BVfIT  [组图共9张] 原图 ",,无,无,无,2019-08-30 05:18,微博 weibo.com,3,14,1
I4yoj09oY,"《A Longitudinal Analysis of University Rankings》F Selten, C Neylon, C Huang, P Groth [University of Amsterdam & Curtin University] (2019) http://t.cn/Ai8BV7ac view:http://t.cn/Ai8BV7a5 GitHub:http://t.cn/Ai8BV7at  [组图共9张] 原图 ",,无,无,无,2019-08-30 05:14,微博 weibo.com,4,3,0
I4ynprCGm,"《An Empirical Comparison on Imitation Learning and Reinforcement Learning for Paraphrase Generation》W Du, Y Ji [University of Virginia] (2019) http://t.cn/Ai8Bcd9x view:http://t.cn/Ai8Bcd9J GitHub:http://t.cn/Ai8Bcd96  [组图共9张] 原图 ",,无,无,无,2019-08-30 05:12,微博 weibo.com,7,13,1
I4ylxAIba,《On the overestimation of widely applicable Bayesian information criterion》T Imai [Kyoto University] (2019) http://t.cn/Ai8Bcp75 view:http://t.cn/Ai8Bcp7t  [组图共5张] 原图 ,,无,无,无,2019-08-30 05:07,微博 weibo.com,2,4,0
I4ykKhEPZ,"《Image Harmonization Datasets: HCOCO, HAdobe5k, HFlickr, and Hday2night》W Cong, J Zhang, L Niu, L Liu, Z Ling, W Li, L Zhang [Shanghai Jiao Tong University & East China Normal University] (2019) http://t.cn/Ai8Bc6oV view:http://t.cn/Ai8Bc6of GitHub:http://t.cn/Ai8Bc6oc  [组图共5张] 原图 ",,无,无,无,2019-08-30 05:05,微博 weibo.com,6,12,3
I4yjwlll7,《Lecture Notes: Selected topics on robust statistical learning theory》M Lerasle [Paris-Saclay university] (2019) http://t.cn/Ai8Bc4an view:http://t.cn/Ai8Bc4aE  [组图共2张] 原图 ,,无,无,无,2019-08-30 05:02,微博 weibo.com,16,32,5
I4yhNEFZd,*《The many faces of deep learning》R Vicente [University of Tartu] (2019) http://t.cn/Ai8Btrxz view:http://t.cn/Ai8Btrxh  [组图共3张] 原图 ,,无,无,无,2019-08-30 04:58,微博 weibo.com,10,69,2
I4yhx6prw,今日学术视野(2019.8.30) http://t.cn/Ai8Btuqn  ,,无,无,无,2019-08-30 04:57,Mac客户端,1,0,0
I4yfR5qdj,早！  原图 ,,无,无,无,2019-08-30 04:53,Mac客户端,20,4,2
I4vm60wd0,晚安~   [组图共6张] 原图 ,,无,无,无,2019-08-29 21:30,微博 weibo.com,85,29,10
I4vlRuuw8,《爱可可老师24小时热门分享(2019.8.29)》  爱可可老师24小时热门分享(2019.8.29)  ,,无,无,无,2019-08-29 21:30,微博 weibo.com,6,4,0
I4v0DqLh8,巧设计，不必高科技   原图 ,,无,无,无,2019-08-29 20:38,Mac客户端,168,52,10
I4uWMk4qv,【PyCharm Python高效开发指南】《PyCharm for Productive Python Development (Guide) | Real Python》by Jahongir Rahmonov http://t.cn/Ai83LhYd  [组图共9张] 原图 ,,无,无,无,2019-08-29 20:28,Mac客户端,71,127,37
I4uwQinyD,【RAPIDS 0.9发布：cuDF提速10倍、cuGraph计算300GB数据的PageRank只要半分钟、cuML支持多节点并行化K-Means/随机森林】《RAPIDS 0.9: A Model Built To Scale》by Josh Patterson http://t.cn/Ai8uuknc Home:http://t.cn/E7q2VcF  [组图共6张] 原图 ,,无,无,无,2019-08-29 19:24,Mac客户端,24,44,1
I4uoStIpt,Onyx：基于图像技术的健身App  http://t.cn/Ai83aKuX 爱可可-爱生活的微博视频  ,,无,无,无,2019-08-29 19:05,微博视频,87,68,15
I4tN2iDpu,'Attention分享 - 注意力机制实践' by EvilPsyCHo GitHub: http://t.cn/Ai8uwnqE  [组图共9张] 原图 ,,无,无,无,2019-08-29 17:31,Mac客户端,49,126,18
I4tD2F4Ki,【NAB：流数据实时异常检测基准】’NAB - The Numenta Anomaly Benchmark' by Numenta GitHub: http://t.cn/RUJfBIT  原图 ,,无,无,无,2019-08-29 17:07,Mac客户端,14,38,8
I4tyV44W8,’Light-LPR：面向嵌入式设备、手机端和普通的x86平台运行的车牌识别开源项目' by Link Qian GitHub: http://t.cn/Ai8mmppS  [组图共8张] 原图 ,,无,无,无,2019-08-29 16:57,Mac客户端,47,76,17
I4tvIuZXQ,【Buffalo：快速、可扩展的生产级开源推荐系统(Python3)】’TOROS Buffalo: A fast and scalable production-ready open source project for recommender systems' by kakao GitHub: http://t.cn/Ai8m8MLz  原图 ,,无,无,无,2019-08-29 16:49,Mac客户端,18,57,6
I4tu5aToL,【pySLAM：Visual Odometry (VO) pipeline 简单实现】’pySLAM - a 'toy' implementation of a Visual Odometry (VO) pipeline in Python' by Luigi Freda GitHub: http://t.cn/Ai8mH4TR  原图 ,,无,无,无,2019-08-29 16:45,Mac客户端,15,27,6
I4trDzpCg,【BERT的轻量级Keras实现】’bert4keras - Our light reimplement of bert for keras' by Jianlin Su GitHub: http://t.cn/Ai8mldyC  原图 ,,无,无,无,2019-08-29 16:39,Mac客户端,32,47,7
I4jwKEfAB,#转发赠书# 携手 @东南大学出版社  送出 5 本《Python访谈录(中文版)》 by Mike Driscoll  截止2019.9.6 *可可粉*转发即可参与 与卓越非凡的Python名人堂专家们对话，倾听他们分享的Python开发经验、贡献和职业生涯，了解他们对Python重要话题的深入思考 详情参见：http://t.cn/Ai8lgNIN @微博抽奖平台  http://t.cn/Ai8lDCKi [组图共2张] 原图 ,,无,无,无,2019-08-28 15:24,Mac客户端,33,182,36
I4hp9vsev,【2019百度奖学金申请中】200万奖金池，欢迎同学们报名 / 推荐身边优秀的小伙伴申请~ 报名时间：2019.7.11-2019.10.25 官网：http://t.cn/Ai8pWKbz 本周日 12:00 前转发此微博，更有机会获得定制野餐垫一个 ，欢迎参与~ @微博抽奖平台  抽奖详情  [组图共2张] 原图 ,,无,无,无,2019-08-28 10:00,微博 weibo.com,7,35,11
I4h1s4ffr,【人类视觉的秘密：“世界的生动画面出现在我们脑海，而视觉系统从世界接收到的信息很有限，我们“看到”的很多内容都是在脑子里“变”出来的”】《A Single Math Model Explains Many Mysteries of Vision | WIRED》by Kevin Hartnett http://t.cn/Ai8NFLhp  原图 ,,无,无,无,2019-08-28 09:01,Mac客户端,37,35,5
I4g6Y90Ra,【MuSHR：华盛顿大学的开源机器人汽车(robocar)，可用3D打印和现成零件组合制作，每辆基本款MuSHR售价为610美元】“MuSHR: The UW Open Racecar Project”  http://t.cn/Ai8NqqeF  爱可可-爱生活的微博视频  ,,无,无,无,2019-08-28 06:42,微博视频,38,57,9
I4fQ8rLIy,【权重不可知神经网络(WANNs)探索】《Exploring Weight Agnostic Neural Networks | Google AI Blog》 http://t.cn/Ai8NLI5R  [组图共8张] 原图 ,,无,无,无,2019-08-28 06:01,Mac客户端,29,81,11
I4fE12sCn,"《Learning Disentangled Representations via Independent Subspaces》M Awiszus, H Ackermann, B Rosenhahn [Leibniz University Hannover] (2019) http://t.cn/Ai8NwLfo view:http://t.cn/Ai8NwLfC  [组图共9张] 原图 ",,无,无,无,2019-08-28 05:31,微博 weibo.com,14,18,4
I4fD3l46T,"《Pareto-optimal data compression for binary classification tasks》M Tegmark, T Wu [MIT] (2019) http://t.cn/Ai8NZgmo view:http://t.cn/Ai8NZgmS  [组图共9张] 原图 ",,无,无,无,2019-08-28 05:28,微博 weibo.com,3,7,3
I4fBAk1nJ,"《Release Strategies and the Social Impacts of Language Models》I Solaiman, M Brundage, J Clark, A Askell, A Herbert-Voss, J Wu, A Radford, J Wang [OpenAI & Harvard University] (2019) http://t.cn/Ai8NZpIJ view:http://t.cn/Ai8NZpIx  [组图共3张] 原图 ",,无,无,无,2019-08-28 05:25,微博 weibo.com,3,4,1
I4fyRm7kt,"《SliderGAN: Synthesizing Expressive Face Images by Sliding 3D Blendshape Parameters》E Ververas, S Zafeiriou [University of Oulu] (2019) http://t.cn/Ai8NzeOW view:http://t.cn/Ai8NzeOl  [组图共9张] 原图 ",,无,无,无,2019-08-28 05:18,微博 weibo.com,6,9,3
I4fwRcSsQ,"《A Probabilistic Representation of Deep Learning》X Lan, K E. Barner [University of Delaware] (2019) http://t.cn/Ai8NzanC view:http://t.cn/Ai8Nzan9  [组图共9张] 原图 ",,无,无,无,2019-08-28 05:13,微博 weibo.com,14,23,3
I4fwqmu0K,"《Mocycle-GAN: Unpaired Video-to-Video Translation》Y Chen, Y Pan, T Yao, X Tian, T Mei [University of Science and Technology of China & JD AI Research] (2019) http://t.cn/Ai8NzMJd view:http://t.cn/Ai8NzMJe  [组图共9张] 原图 ",,无,无,无,2019-08-28 05:12,微博 weibo.com,10,21,5
I4fuwovKA,"《Dynamics-aware Embeddings》W Whitney, R Agarwal, K Cho, A Gupta [New York University & CMU] (2019) http://t.cn/Ai8N7g0b view:http://t.cn/Ai8N7g0G GitHub:http://t.cn/Ai8N7g0t  [组图共9张] 原图 ",,无,无,无,2019-08-28 05:07,微博 weibo.com,11,23,0
I4fsmAIV4,"《Football is becoming boring; Network analysis of 88 thousands matches in 11 major leagues》V M Maimone, T Yasseri [University of Oxford] (2019) http://t.cn/Ai8N7xuA view:http://t.cn/Ai8N7xu2  [组图共9张] 原图 ",,无,无,无,2019-08-28 05:02,微博 weibo.com,16,11,3
I4frcbYLk,"《Transfer in Deep Reinforcement Learning using Knowledge Graphs》P Ammanabrolu, M O. Riedl [Georgia Institute of Technology] (2019) http://t.cn/Ai8N7ZZY view:http://t.cn/Ai8N7ZZT  [组图共9张] 原图 ",,无,无,无,2019-08-28 04:59,微博 weibo.com,15,35,2
I4fpdeOCg,今日学术视野(2019.8.28) http://t.cn/Ai8NhWUb  ,,无,无,无,2019-08-28 04:54,Mac客户端,0,1,2
I4fnzBWsC,早！  原图 ,,无,无,无,2019-08-28 04:50,Mac客户端,28,9,8
I4ctJuLz0,晚安~   爱可可-爱生活的微博视频  ,,无,无,无,2019-08-27 21:27,微博视频,21,8,4
I4ctmqbbr,《爱可可老师24小时热门分享(2019.8.27)》  爱可可老师24小时热门分享(2019.8.27)  ,,无,无,无,2019-08-27 21:26,微博 weibo.com,3,4,0
I4bw9efwv,【用VP-Trees/OpenCV构建图像哈希搜索引擎】《Building an Image Hashing Search Engine with VP-Trees and OpenCV | PyImageSearch》by Adrian Rosebrock http://t.cn/Ai8o8z7A  [组图共9张] 原图 ,,无,无,无,2019-08-27 19:00,Mac客户端,33,67,8
I4bt0xmrV,【用人脸超分辨率让16x16表情图标“现出原形”】《ENHANCE! ‘Photo-Realistic’ Emojis and Emotes With Progressive Face Super-Resolution》 http://t.cn/Ai8oTfk4  [组图共3张] 原图 ,,无,无,无,2019-08-27 18:53,Mac客户端,24,30,5
I4boBtcuC,据报道，活跃在UC Berkeley校园的“明星”外卖机器人Kiwibots，尽管声称是自动驾驶，实际上则是在哥伦比亚远程人工操纵——每人最多可控制三台机器人，每小时工资不到2美元，高于当地最低工资标准 src:http://t.cn/Ai8oWQJd  [组图共5张] 原图 ,,无,无,无,2019-08-27 18:42,微博 weibo.com,217,208,46
I4biX2LWD,【因果数据科学：数据融合和因果推理的一般框架】《Causal Data Science:  A general framework for data fusion and causal inference》Elias Bareinboim [Columbia University] http://t.cn/Ai8oCJHw  [组图共3张] 原图 ,,无,无,无,2019-08-27 18:28,Mac客户端,50,78,7
I4b1j7Otd,论文最新先进方法直接用于生产环境  🐊  爱可可-爱生活的微博视频  ,,无,无,无,2019-08-27 17:44,微博视频,72,36,19
I4aWsAJlq,常规创新   原图 ,,无,无,无,2019-08-27 17:32,Mac客户端,21,5,5
I4aUMABUn,StackOverflow日常打开方式  via:Ben Williams  爱可可-爱生活的微博视频  ,,无,无,无,2019-08-27 17:28,微博视频,275,105,36
I4aTGElGj,【用spaCy蒸馏Bert模型】《Distilling Bert Models with spaCy》by Yves Peirsman http://t.cn/Ai8oZZHv  [组图共4张] 原图 ,,无,无,无,2019-08-27 17:26,Mac客户端,24,44,7
I4aO0nONy,"【Angel平台上的Spark】’Spark On Angel (SONA) - Spark On Angel, arming Spark with a powerful Parameter Server, which enable Spark to train very big models' by Angel-ML GitHub: http://t.cn/Ai8SkIEP  [组图共3张] 原图 ",,无,无,无,2019-08-27 17:12,Mac客户端,13,19,2
I4aDt5U3q,“新闻事件线索抽取：An exploration for Eventline (important news Rank organized by pulic time)，针对某一事件话题下的新闻报道集合，通过使用docrank算法，对新闻报道进行重要性识别，并通过新闻报道时间挑选出时间线上重要新闻” by liuhuanyong GitHub:http://t.cn/Ai8SHK8I  原图 ,,无,无,无,2019-08-27 16:46,Mac客户端,34,93,20
I4azS00wV,'2019年百度的三元组抽取比赛，“科学空间队”源码(第7名)’ by Jianlin Su GitHub: http://t.cn/Ai9OzTGW  原图 ,,无,无,无,2019-08-27 16:37,Mac客户端,27,53,4
I48V8CSnh,【同行评议期刊发表——成功准则】《Publishing in peer review journals - Criteria for success》http://t.cn/Ai8X6jk8  原图 ,,无,无,无,2019-08-27 12:24,Mac客户端,8,26,9
I47TiuWEb,【论文写作规划】《Planning paper writing》by Devi Parikh http://t.cn/Ai8iDC5b  [组图共2张] 原图 ,,无,无,无,2019-08-27 09:46,Mac客户端,50,128,28
I47EiAQzQ,【计算操作研究与实现教程资料】’cmu-comp-or - A series of tutorials for conducting computational experiments with optimization solvers' by Ryo Kimura GitHub: http://t.cn/Ai8iK9vt  原图 ,,无,无,无,2019-08-27 09:09,Mac客户端,7,19,4
