微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
J4pDj0bA8,"《From ImageNet to Image Classification: Contextualizing Progress on Benchmarks》D Tsipras, S Santurkar, L Engstrom, A Ilyas, A Madry [MIT] (2020) http://t.cn/A62VXZQe view:http://t.cn/A62ocOH5 GitHub:http://t.cn/A62IxerS  [组图共18张] 原图 ",,无,无,无,2020-05-31 05:41,微博 weibo.com,13,17,5
J4pBrbn7o,"*《Symbolic Pregression: Discovering Physical Laws from Raw Distorted Video》S Udrescu, M Tegmark [MIT] (2020) http://t.cn/A62ocJ3X view:http://t.cn/A62ocJ36  [组图共9张] 原图 ",,无,无,无,2020-05-31 05:36,微博 weibo.com,9,9,1
J4pyJDcgW,"*《Syntactic Structure Distillation Pretraining For Bidirectional Encoders》A Kuncoro, L Kong, D Fried, D Yogatama, L Rimell, C Dyer, P Blunsom [DeepMind & UC Berkeley] (2020) http://t.cn/A62ocZ1T view:http://t.cn/A62ocZ1H  [组图共11张] 原图 ",,无,无,无,2020-05-31 05:29,微博 weibo.com,10,26,1
J4pvNlkHR,早！  原图 ,,无,无,无,2020-05-31 05:22,Mac客户端,34,15,4
J4j9BbBAP,几篇论文实现代码：《Scalable Uncertainty for Computer Visition with Functional Variational Inference》(CVPR 2020) GitHub:http://t.cn/A62aEPtx《Named Entity Recognition as Dependency Parsing》(ACL 2020) GitHub:http://t.cn/A62aEPtf《Optimal Mapping Loss: A Faster Loss for End-to-End Speaker Diarization》(2020) GitHub:http://t.cn/A62aEPtJ《Learning Meta Model for Zero- and Few-shot Face Anti-spoofing》(2020) GitHub:http://t.cn/A62aEPtI 原图 ,,无,无,无,2020-05-30 13:11,微博 weibo.com,22,36,13
J4dej95KU,晚安～  [组图共3张] 原图 ,,无,无,无,2020-05-29 22:06,微博 weibo.com,49,2,2
J4dcwy8Cj,《爱可可老师24小时热门分享(2020.5.29)》  爱可可老师24小时热门分享(2020.5.29)  ,,无,无,无,2020-05-29 22:02,微博 weibo.com,7,3,1
J4cYxil1D,全读 对了吗？✅  [组图共4张] 原图 ,,无,无,无,2020-05-29 21:27,Mac客户端,26,7,13
J4cXvbX2b,还有完没完了？🤣  原图 ,,无,无,无,2020-05-29 21:25,Mac客户端,44,16,9
J4cVssXJe,anne of the：初入学术圈，我得到的最好建议: “我们都很聪明，但与人为善能让你独一无二。”  ,,无,无,无,2020-05-29 21:20,Mac客户端,123,32,0
J4cGGER0a,我希望 你能活出最精彩的自己我希望 你能见识到令你惊奇的事物我希望 你能体验从未有过的情感我希望 你能遇见一些想法不同的人我希望 你为你自己的人生感到骄傲如果你发现自己还没有做到 我希望 你有勇气 从头再来——《本杰明巴顿奇事》  爱可可-爱生活的微博视频  ,,无,无,无,2020-05-29 20:43,微博视频,58,70,2
J4cFl4swL,实锤：Netflix 确实用了图片内容分析算法 🤪  原图 ,,无,无,无,2020-05-29 20:40,Mac客户端,39,11,6
J4csbycBh,论文标题 vs. 正文 🤣  爱可可-爱生活的微博视频  ,,无,无,无,2020-05-29 20:08,微博视频,68,18,11
J4cnWw0Hl,荷兰画家Jan van Huysum(1682-1749)作品  [组图共4张] 原图 ,,无,无,无,2020-05-29 19:57,Mac客户端,22,7,3
J4cm47Y56,这点子绝了！💡  爱可可-爱生活的微博视频  ,,无,无,无,2020-05-29 19:53,微博视频,112,56,17
J4ckW6ZoD,自然的杰作——美妙的矿物晶体💎  [组图共4张] 原图 ,,无,无,无,2020-05-29 19:50,Mac客户端,24,9,4
J4chx54Ro,"几篇论文实现代码：《HAT: Hardware-Aware Transformers for Efficient Natural Language Processing》(ACL 2020) GitHub:http://t.cn/A62XZDsf《Improved Natural Language Generation via Loss Truncation》(ACL 2020) GitHub:http://t.cn/A62XZDsx《 Character-Level Translation with Self-attention》(ACL 2020) GitHub:http://t.cn/A62XZDsJ《P2B: Point-to-Box Network for 3D Object Tracking in Point Clouds》(CVPR 2020) GitHub:http://t.cn/A62XZDs6《Deep White-Balance Editing》(CVPR 2020) GitHub:http://t.cn/A62XZDsc《Adaptive Factorization Network: Learning Adaptive-Order Feature Interactions》(AAAI 2020) GitHub:http://t.cn/A62XZDsi《GECToR – Grammatical Error Correction: Tag, Not Rewrite》(2020) GitHub:http://t.cn/A62XZDsa《 Transductive Few-shot Learning with Meta-Learned Confidence》(2020) GitHub:http://t.cn/A62XZDsI《Language Models are Few-Shot Learners》(2020) GitHub:http://t.cn/A62XZDsX [组图共3张] 原图 ",,无,无,无,2020-05-29 19:41,微博 weibo.com,13,28,10
J4ccf7Rkp,【Kinto：让Mac用户在Linux & Windows下用熟悉的键盘布局】’Kinto - A better Linux & Windows keyboard layout for professional mac users' by Ben Reaves GitHub: http://t.cn/A62XzViM  [组图共2张] 原图 ,,无,无,无,2020-05-29 19:28,Mac客户端,7,4,1
J4c1vAKQ6,'YOLOv5 in PyTorch > ONNX > CoreML > iOS' by Ultralytics LLC GitHub: http://t.cn/A62XPzc2  [组图共3张] 原图 ,,无,无,无,2020-05-29 19:02,Mac客户端,52,188,24
J4bX04iNx,【在iOS应用中运行Python代码】’PyBridge-iOS - Reuse Python code in native iOS applications' by João Ventura GitHub: http://t.cn/A626sYhd  原图 ,,无,无,无,2020-05-29 18:51,Mac客户端,21,11,6
J4bSGnqYa,'HoshinoBot - 基于 nonebot 框架，开源、无公害、非转基因的QQ机器人' by Ice-Cirno GitHub: http://t.cn/A626FVs3  原图 ,,无,无,无,2020-05-29 18:40,Mac客户端,8,23,5
J4bQqmaVF,【ACL 2020论文与统计】’ACL 2020 Papers - Statistics and Accepted paper list of ACL 2020 with arXiv link' by Joohong Lee GitHub: http://t.cn/A626kTOE  [组图共3张] 原图 ,,无,无,无,2020-05-29 18:35,Mac客户端,13,14,1
J4bPUsaCn,【TensorFlow 2.x实现的StyleGAN2】’StyleGAN2-TensorFlow-2.x - Unofficial implementation of StyleGAN2 using TensorFlow 2.x.' by Alberto Rosas Garcia GitHub: http://t.cn/A626kCK9  原图 ,,无,无,无,2020-05-29 18:33,微博 weibo.com,13,14,5
J49t4ytLq,【国内有奖金的视觉比赛(大列表)】’CV_Competitions - data science competitions with money' by greathope GitHub: http://t.cn/A626baK4  原图 ,,无,无,无,2020-05-29 12:32,Mac客户端,68,100,28
J49si76eM,【tidyHeatmap：用tidy data frame实现热力图】’tidyHeatmap - Draw heatmap simply using a tidy data frame' by stemangiola GitHub: http://t.cn/A626bwvC  [组图共3张] 原图 ,,无,无,无,2020-05-29 12:30,Mac客户端,14,32,3
J49qAEthx,【用Transformers等模型实现的语义搜索】’Semantic Search using sentence embeddings from Transformers models and others' by renatoviolin GitHub: http://t.cn/A6264I6s  [组图共3张] 原图 ,,无,无,无,2020-05-29 12:25,Mac客户端,13,36,8
J49pIeQr6,【AudioMass：全功能网页版音频/波形编辑工具】’AudioMass - Free full-featured web-based audio & waveform editing tool' by Pantelis KalogirosPantelis Kalogiros GitHub: http://t.cn/A626UDfd Demo:http://t.cn/A62iHwsK  原图 ,,无,无,无,2020-05-29 12:23,Mac客户端,21,35,4
J48bg28Gf,《Python编程与实践》第13讲 豆瓣爬虫的进化与爬虫基类的完善 发布~ 视频：http://t.cn/A62iYYLr 摘要：构建豆瓣图书网页单页的完整爬虫，重点解决信息抽取正则表达式的配置和缺失信息项的处理，完善爬虫基类中headers的设置，通过继承机制构建豆瓣图书页面爬虫类。课程GitHub主页：http://t.cn/A6zeRTnW 本周答疑问卷：http://t.cn/A62iYYLu 原图 ,,无,无,无,2020-05-29 09:15,Mac客户端,28,22,2
J47TovgIX,【AutoSweep：从单张照片恢复3D可编辑对象】《AutoSweep: Recovering 3D Editable Objects from a Single Photograph》 https://chenxin.tech/files/Paper/TVCG2018_AutoSweep/AutoSweep.html paper:http://t.cn/A62i0zkZ  爱可可-爱生活的微博视频  ,,无,无,无,2020-05-29 08:31,微博视频,36,29,4
J47DSDPmx,可视化：远视眼镜物理学 👓  爱可可-爱生活的微博视频  ,,无,无,无,2020-05-29 07:53,微博视频,11,7,0
J47mZaiIg,【仅售75美元的8GB版树莓派4】《8GB Raspberry Pi 4 on sale now at $75》 http://t.cn/A62JcfKP  [组图共4张] 原图 ,,无,无,无,2020-05-29 07:11,Mac客户端,22,19,7
J47lAhqJe,【Keras实例：PointNet点云分类】《Point cloud classification with PointNet》by David Griffiths http://t.cn/A62i60XT  [组图共2张] 原图 ,,无,无,无,2020-05-29 07:08,Mac客户端,31,35,6
J47l5y54v,生成艺术 via:Étienne Jacob  [组图共4张] 原图 ,,无,无,无,2020-05-29 07:06,Mac客户端,19,9,3
J47j2buFm,【创业灵感的诞生】《Idea Generation》by Sam Altman http://t.cn/A62i6htF  原图 ,,无,无,无,2020-05-29 07:01,Mac客户端,9,13,0
J47c2p38c,【Kaggle新赛：黑色素瘤图像识别】《SIIM-ISIC Melanoma Classification: Identify melanoma in lesion images | Kaggle》 http://t.cn/A62iJYWJ  原图 ,,无,无,无,2020-05-29 06:44,Mac客户端,14,14,0
J46Qoiuhd,《Kernel methods library for pattern analysis and machine learning in python》P R Raamana [Baycrest Health Sciences] (2020) http://t.cn/A62iIV3t view:http://t.cn/A62iIV3c GitHub: http://t.cn/A62iIV3V  [组图共3张] 原图 ,,无,无,无,2020-05-29 05:51,微博 weibo.com,14,29,0
J46PU9r10,"《TIME: Text and Image Mutual-Translation Adversarial Networks》B Liu, K Song, Y Zhu, G d Melo, A Elgammal [Rutgers University] (2020) http://t.cn/A62iI5GW view:http://t.cn/A62iI5G0  [组图共16张] 原图 ",,无,无,无,2020-05-29 05:50,微博 weibo.com,15,18,3
J46N8q9mS,"《Examining Racial Bias in an Online Abuse Corpus with Structural Topic Modeling》T Davidson, D Bhattacharya [Cornell University] (2020) http://t.cn/A62ifeB0 view:http://t.cn/A62ifeBN  [组图共3张] 原图 ",,无,无,无,2020-05-29 05:43,微博 weibo.com,5,6,1
J46MHzEBa,"《Arbitrary Style Transfer via Multi-Adaptation Network》Y Deng, F Tang, W Dong, W Sun, F Huang, C Xu [University of Chinese Academy of Sciences] (2020) http://t.cn/A62JnO7I view:http://t.cn/A62ifr8P  [组图共13张] 原图 ",,无,无,无,2020-05-29 05:42,微博 weibo.com,8,10,4
J46KjwYf2,"《Give Me Convenience and Give Her Death: Who Should Decide What Uses of NLP are Appropriate, and on What Basis?》K Leins, J H Lau, T Baldwin [The University of Melbourne] (2020) http://t.cn/A62ifWSV view:http://t.cn/A62ifWSI  [组图共2张] 原图 ",,无,无,无,2020-05-29 05:36,微博 weibo.com,4,8,1
J46JXnKun,"《Efficient Pig Counting in Crowds with Keypoints Tracking and Spatial-aware Temporal Response Filtering》G Chen, S Shen, L Wen, S Luo, L Bo [JD Finance America Corporation] (2020) http://t.cn/A62x9pi3 view:http://t.cn/A62ifpmr  [组图共9张] 原图 ",,无,无,无,2020-05-29 05:35,微博 weibo.com,14,14,3
J46FsqVT6,"《Targeted design of antiviral compounds against SARS-CoV-2 with conditional generative models》J Born, M Manica, J Cadow, G Markert, N A Mill, M Filipavicius, M R Martínez [IBM Research Europe] (2020) http://t.cn/A62ifZdB view:http://t.cn/A62ifZdd  [组图共9张] 原图 ",,无,无,无,2020-05-29 05:24,微博 weibo.com,5,2,0
J46EqfcAu,"*《Logic-Guided Data Augmentation and Regularization for Consistent Question Answering》A Asai, H Hajishirzi [University of Washington] (2020) http://t.cn/A62iVFNx view:http://t.cn/A62iVFNI GitHub: http://t.cn/A62Ixerl  [组图共10张] 原图 ",,无,无,无,2020-05-29 05:21,微博 weibo.com,3,12,2
J46DR9ffS,"*《AutoSweep: Recovering 3D Editable Objectsfrom a Single Photograph》X Chen, Y Li, X Luo, T Shao, J Yu, K Zhou, Y Zheng [Shanghai Tech University & University of Leeds & Zhejiang University] (2020) http://t.cn/A62xdRhX view:http://t.cn/A62iVgW2 Home:https://chenxin.tech/files/Paper/TVCG2018_AutoSweep/AutoSweep.html [组图共15张] 原图 ",,无,无,无,2020-05-29 05:20,微博 weibo.com,9,11,3
J46xoue6c,"*《MOPO: Model-based Offline Policy Optimization》T Yu, G Thomas, L Yu, S Ermon, J Zou, S Levine, C Finn, T Ma [Stanford University & UC Berkeley] (2020) http://t.cn/A62iVGnP view:http://t.cn/A62iVGnh  [组图共9张] 原图 ",,无,无,无,2020-05-29 05:04,微博 weibo.com,8,9,0
J46vD8LSL,《今日学术视野(2020.5.29)》http://t.cn/A62iVhRg  ,,无,无,无,2020-05-29 05:00,Mac客户端,1,1,0
J46szrS40,早！  原图 ,,无,无,无,2020-05-29 04:52,Mac客户端,24,5,4
J43L17rSs,晚安～  爱可可-爱生活的微博视频  ,,无,无,无,2020-05-28 21:59,微博视频,27,7,4
J43HWvSug,《爱可可老师24小时热门分享(2020.5.28)》  爱可可老师24小时热门分享(2020.5.28)  ,,无,无,无,2020-05-28 21:52,微博 weibo.com,8,2,2
J42yvBEBM,Quinn Munsons 作品 🤩  [组图共4张] 原图 ,,无,无,无,2020-05-28 18:56,Mac客户端,31,13,1
J42vYv4i6,命令行活用花括号，能省不少事 ✅  via:Addy Osmani  原图 ,,无,无,无,2020-05-28 18:49,Mac客户端,38,15,6
J42v15mev,对，我是个程序员。 不，我不装系统、装驱动。 不，我不知道你用哪款笔记本合适。 不，我不知道为啥你的网速这么慢。 不，我不修电话、不修打印机、不修路由器、也不修微波炉。 抱歉，我只是个程序员。via:Florin Pop  ,,无,无,无,2020-05-28 18:47,Mac客户端,179,76,34
J42tb23zu,你全念对了吗？✅  [组图共4张] 原图 ,,无,无,无,2020-05-28 18:43,Mac客户端,32,8,32
J42p8njis,今日带货 😎  爱可可-爱生活的微博视频  ,,无,无,无,2020-05-28 18:33,微博视频,59,13,16
J42layQGX,莫奈笔下的绿 🎨  [组图共4张] 原图 ,,无,无,无,2020-05-28 18:23,Mac客户端,30,15,2
J42kq9f75,  原图 ,,无,无,无,2020-05-28 18:21,Mac客户端,21,12,4
J40zil4gD,【BERT/CRF实现的命名实体识别】’NER implementation with BERT and CRF model' by Louis Lv (Zhibin) GitHub: http://t.cn/A62xEc3S  原图 ,,无,无,无,2020-05-28 13:52,Mac客户端,34,53,12
J40yttei8,'JioNLP - 简便中文NLP工具包' by dongrixinyu GitHub: http://t.cn/A6AKEoO2  原图 ,,无,无,无,2020-05-28 13:50,Mac客户端,36,56,9
J40mcxhAa,"【浏览器里的PDF编辑器，无需安装无需服务器】’PDF Editor - Offline PDF editor. Add images, drawing, text to PDF in your browser. 🚀' by sh1zuku GitHub: http://t.cn/A62xHwGE  原图 ",,无,无,无,2020-05-28 13:20,Mac客户端,59,92,15
J40jMq7jB,"【MediaPipe相关代码示例/库/软件资源大列表】’Awesome MediaPipe - A curated list of awesome MediaPipe related code examples, libraries and software' by Ming Yong GitHub: http://t.cn/A62xTf3u  原图 ",,无,无,无,2020-05-28 13:14,Mac客户端,9,7,3
J3ZWdvh4k,【通用数据科学资源集锦】’Helpful Resources (in general) - Data Science Resources' by Reshama Shaikh GitHub: http://t.cn/A62xpvBD  原图 ,,无,无,无,2020-05-28 12:16,Mac客户端,26,20,12
J3ZRm8DxP,'🧯风险控制笔记，适用于互联网企业' by Walter GitHub: http://t.cn/A6A0pc8z  原图 ,,无,无,无,2020-05-28 12:04,Mac客户端,26,39,7
J3Y9H6Cu5,【面向未来工作方式的初创/风投生态图】《Mapping “The Future of Work” Startup & Investor ecosystem》by Pietro Invernizzi http://t.cn/A62xP7l8  原图 ,,无,无,无,2020-05-28 07:44,Mac客户端,29,21,4
J3Y0ue3Pw,"【papergraph论文引用图分析可视化】《papergraph - Mastering Atari, Go, Chess and Shogi by Planning》 http://t.cn/A62MFCRi ref:http://weibo.com/1402400261/J0aaDEof8  原图 ",,无,无,无,2020-05-28 07:21,Mac客户端,25,67,4
J3XXkl5He,《How we write rebuttals》by Devi Parikh http://t.cn/A62Mk84H  原图 ,,无,无,无,2020-05-28 07:13,Mac客户端,27,65,5
J3XqVxHRt,"《Guided Uncertainty-Aware Policy Optimization: Combining Learning and Model-Based Strategies for Sample-Efficient Policy Learning》M A. Lee, C Florensa, J Tremblay, N Ratliff, A Garg, F Ramos, D Fox [Nvidia] (2020) http://t.cn/A62MBgNL view:http://t.cn/A62MBgNA Home:http://t.cn/A62MBgN2 [组图共7张] 原图 ",,无,无,无,2020-05-28 05:53,微博 weibo.com,6,14,1
J3XooCzlg,"《Keep it Simple: Image Statistics Matching for Domain Adaptation》A Abramov, C Bayer, C Heller [Continental Teves AG] (2020) http://t.cn/A62MBNOQ view:http://t.cn/A62MBNO8  [组图共12张] 原图 ",,无,无,无,2020-05-28 05:47,微博 weibo.com,12,15,2
J3XnhcGJW,"《Is deeper better? It depends on locality of relevant features》T Mori, M Ueda [RIKEN Center for Emergent Matter Science (CEMS)] (2020) http://t.cn/A62MB6tF view:http://t.cn/A62MB6tk  [组图共6张] 原图 ",,无,无,无,2020-05-28 05:44,微博 weibo.com,22,25,5
J3XjVbSrg,"《Identity-Preserving Realistic Talking Face Generation》S Sinha, S Biswas, B Bhowmick [TCS Research and Innovation] (2020) http://t.cn/A62MBPmd view:http://t.cn/A62MBPmr  [组图共12张] 原图 ",,无,无,无,2020-05-28 05:36,微博 weibo.com,13,11,1
J3Xj4g94V,"《Med-BERT: pre-trained contextualized embeddings on large-scale structured electronic health records for disease prediction》L Rasmy, Y Xiang, Z Xie, C Tao, D Zhi [University of Texas Health Science Center at Houston] (2020) http://t.cn/A62M1eum view:http://t.cn/A62M1eun GitHub:http://t.cn/A62M1eu3 [组图共11张] 原图 ",,无,无,无,2020-05-28 05:34,微博 weibo.com,7,21,2
J3Xid41kx,"《The best way to select features?》X Man, E Chan [QTS Capital Management, LLC] (2020) http://t.cn/A62M13nj view:http://t.cn/A62M13nY  [组图共16张] 原图 ",,无,无,无,2020-05-28 05:32,微博 weibo.com,29,42,5
J3XgTy78D,"《Space-Time VON CRAMM: Evaluating Decision-Making in Tennis with Variational generatiON of Complete Resolution Arcs via Mixture Modeling》S Kovalchik, M Ingram, K Weeratunga, C Goncu [Zelus Analytics & University of Melbourne & Monash University] (2020) http://t.cn/A62M1TrH view:http://t.cn/A62M1TrT [组图共15张] 原图 ",,无,无,无,2020-05-28 05:29,微博 weibo.com,12,8,1
J3XdZ1AYk,"《Towards Fine-grained Human Pose Transfer with Detail Replenishing Network》L Yang, P Wang, C Liu, Z Gao, P Ren, X Zhang, S Wang, S Ma, X Hua, W Gao [Peking University & University of Chinese Academy of Sciences] (2020) http://t.cn/A62IQTdp view:http://t.cn/A62M1J25  [组图共12张] 原图 ",,无,无,无,2020-05-28 05:21,微博 weibo.com,9,8,2
J3Xc1zhLu,"《SegAttnGAN: Text to Image Generation with Segmentation Attention》Y Gou, Q Wu, M Li, B Gong, M Han [PAII Inc & UC Berkeley] (2020) http://t.cn/A62IcFwM view:http://t.cn/A62M1UfX  [组图共9张] 原图 ",,无,无,无,2020-05-28 05:17,微博 weibo.com,15,18,3
J3XbrbAye,"*《Network Bending: Manipulating The Inner Representations of Deep Generative Models》T Broad, F F Leymarie, M Grierson [University of London & University of the Arts London] (2020) http://t.cn/A62M1AWV view:http://t.cn/A62M1AWt GitHub:http://t.cn/A62M1AW5  [组图共10张] 原图 ",,无,无,无,2020-05-28 05:15,微博 weibo.com,9,7,0
J3Xa9sJnr,"*《Learning To Classify Images Without Labels》W V Gansbeke, S Vandenhende, S Georgoulis, M Proesmans, L V Gool [KU Leuven & ETH Zurich] (2020) http://t.cn/A62M3sGK view:http://t.cn/A62M3sGo  [组图共14张] 原图 ",,无,无,无,2020-05-28 05:12,微博 weibo.com,22,37,7
J3X4UBOLY,《今日学术视野(2020.5.28)》 http://t.cn/A62M3Ju5  ,,无,无,无,2020-05-28 04:59,Mac客户端,1,0,0
J3X45vkM8,早！  原图 ,,无,无,无,2020-05-28 04:57,Mac客户端,48,7,4
J3UeErtkl,晚安～  爱可可-爱生活的微博视频  ,,无,无,无,2020-05-27 21:45,微博视频,32,6,3
J3UcgrBTa,《爱可可老师24小时热门分享(2020.5.27)》  爱可可老师24小时热门分享(2020.5.27)  ,,无,无,无,2020-05-27 21:39,微博 weibo.com,8,2,1
J3TvsnGjm,我猜你一定喜欢……(请先调大音量)  爱可可-爱生活的微博视频  ,,无,无,无,2020-05-27 19:53,微博视频,42,6,19
